ID	Style	Category	Artist	Title	Year	Is painting	Face/body	Ave. art rating	Art (image+title): agreeableness	Art (image+title): anger	Art (image+title): anticipation	Art (image+title): arrogance	Art (image+title): disagreeableness	Art (image+title): disgust	Art (image+title): fear	Art (image+title): gratitude	Art (image+title): happiness	Art (image+title): humility	Art (image+title): love	Art (image+title): optimism	Art (image+title): pessimism	Art (image+title): regret	Art (image+title): sadness	Art (image+title): shame	Art (image+title): shyness	Art (image+title): surprise	Art (image+title): trust	Art (image+title): neutral	ImageOnly: agreeableness	ImageOnly: anger	ImageOnly: anticipation	ImageOnly: arrogance	ImageOnly: disagreeableness	ImageOnly: disgust	ImageOnly: fear	ImageOnly: gratitude	ImageOnly: happiness	ImageOnly: humility	ImageOnly: love	ImageOnly: optimism	ImageOnly: pessimism	ImageOnly: regret	ImageOnly: sadness	ImageOnly: shame	ImageOnly: shyness	ImageOnly: surprise	ImageOnly: trust	ImageOnly: neutral	TitleOnly: agreeableness	TitleOnly: anger	TitleOnly: anticipation	TitleOnly: arrogance	TitleOnly: disagreeableness	TitleOnly: disgust	TitleOnly: fear	TitleOnly: gratitude	TitleOnly: happiness	TitleOnly: humility	TitleOnly: love	TitleOnly: optimism	TitleOnly: pessimism	TitleOnly: regret	TitleOnly: sadness	TitleOnly: shame	TitleOnly: shyness	TitleOnly: surprise	TitleOnly: trust	TitleOnly: neutral
577285b4edc2cb388001c741	Modern Art	Pop Art	Patrick Procktor	"Back Bay in Bombay from the &#39;India, Mother&#39; suite of 7 aquatints"	1970	yes	none	2.18	0	0	0.091	0	0	0.091	0	0	0.636	0.273	0.182	0.182	0	0	0	0	0	0.091	0.182	0	0	0	0.091	0	0	0.091	0	0	0.636	0.182	0.091	0.273	0	0	0	0	0	0.091	0.182	0	0	0	0.273	0	0	0	0	0.091	0.182	0.273	0.091	0.091	0	0	0	0	0	0.273	0.182	0
5772898cedc2cb38800df3fd	Post Renaissance Art	Rococo	George Romney	Admiral John Forbes (1714–1796)	1778	yes	face	1.8	0.1	0	0.2	0	0	0.1	0	0.1	0.2	0.1	0	0	0	0	0.4	0	0	0.1	0.9	0	0.1	0	0.2	0	0	0	0	0.1	0.1	0.1	0	0	0	0.2	0.3	0	0	0.1	0.6	0	0.1	0	0.3	0	0	0	0	0	0.1	0	0	0.1	0.1	0	0	0	0	0.1	0.7	0
5772849eedc2cb3880fe72ab	Modern Art	Color Field Painting	Ron Gorchov	Untitled	1968	yes	none	0	0	0	0.182	0	0	0.182	0	0	0.091	0.364	0	0	0	0	0	0	0	0.273	0	0	0	0	0.273	0	0	0.182	0	0	0.091	0.273	0	0	0	0	0	0	0	0.273	0.091	0	0	0	0.364	0	0	0.091	0	0	0.091	0.182	0.091	0	0	0	0	0	0.182	0.091	0	0.182
577282b3edc2cb3880f89e19	Modern Art	Color Field Painting	Louis Cane	Toile d&#233;coup&#233;e	1976	yes	none	0.3	0	0	0.4	0.1	0	0	0	0	0	0	0.1	0.2	0	0	0.1	0	0	0.4	0.1	0	0	0	0.3	0	0	0.1	0	0	0	0	0.1	0.2	0.1	0	0.1	0	0	0.3	0.1	0	0	0	0.714	0	0	0	0	0	0	0	0	0.286	0	0	0	0	0	0.286	0.143	0
577284a7edc2cb3880fe813a	Modern Art	Cubism	Francis Picabia	Dances at the Spring	1912	yes	none	0.58	0	0	0.167	0	0	0	0	0	0.333	0.083	0.333	0	0	0	0	0	0.083	0.583	0.083	0	0	0	0.25	0.083	0	0	0	0.083	0.25	0.083	0.167	0	0	0	0	0	0	0.667	0.083	0	0	0	0.083	0	0	0	0	0	0.833	0.333	0.167	0.083	0	0	0	0	0	0.083	0.25	0
57727ca4edc2cb3880e54008	Renaissance Art	Early Renaissance	Domenico Veneziano	Madonna and Child	1435	yes	face	0.58	0	0	0	0.083	0.083	0.083	0.083	0	0.167	0.167	0.583	0	0	0	0.083	0	0	0.083	0.5	0	0	0.083	0	0.083	0.083	0.083	0	0.167	0.333	0.167	0.417	0.167	0	0.083	0.083	0.083	0	0.083	0.583	0	0.083	0	0	0	0	0.083	0	0.083	0.417	0.083	0.583	0	0	0.083	0	0	0	0.083	0.417	0
57726ff3edc2cb3880bc56a7	Post Renaissance Art	Neoclassicism	Jacques-Louis David	"The Consecration of the Emperor Napoleon and the Coronation of the Empress Josephine by Pope Pius VII, 2nd December 1804"	1807	yes	face	1.2	0	0	0.2	0.2	0	0	0	0.1	0.3	0	0	0.1	0	0	0	0	0	0.1	0.8	0	0	0	0.2	0.2	0.1	0	0	0.2	0.2	0.1	0	0	0	0	0	0	0	0.2	0.7	0	0	0	0.2	0.2	0	0	0	0.1	0.2	0	0	0.1	0	0	0	0	0	0.1	0.8	0
577288deedc2cb38800bdf0f	Modern Art	Art Informel	Karl Otto Gotz	Untitled	1958	yes	none	0.8	0	0	0.5	0	0.1	0	0	0	0	0	0	0	0.2	0.1	0.2	0	0	0.7	0	0.1	0	0	0.4	0	0.1	0	0.1	0	0	0	0.1	0	0.1	0.1	0.2	0.1	0	0.5	0.1	0.1	0	0	0.2	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.6
57726e25edc2cb3880b60a8b	Modern Art	Expressionism	Edvard Munch	The Sick Child (later)	1907	yes	face	0.91	0.091	0	0.091	0	0	0.091	0.273	0	0	0	0	0	0.182	0.455	0.727	0	0	0.091	0.182	0	0.091	0	0.091	0	0	0	0.091	0	0	0	0.091	0	0.182	0.273	0.636	0	0	0.091	0.273	0	0	0	0.091	0	0	0.091	0.091	0	0.091	0	0	0	0.182	0.182	0.727	0	0	0.091	0.182	0
577288ddedc2cb38800bde1d	Contemporary Art	Minimalism	Herbert Zangs	Peinture-Relief	1955	yes	none	-0.8	0	0	0.3	0	0	0.1	0	0	0	0.2	0	0.1	0	0	0.1	0	0	0.3	0	0.1	0	0	0.2	0	0.1	0.1	0	0	0	0.1	0	0	0.1	0	0.1	0	0	0.3	0	0.1	0	0	0.444	0	0	0	0	0	0.111	0.111	0.111	0	0	0	0.111	0	0	0.111	0.111	0.222
577287d9edc2cb38800895a7	Modern Art	Neo-Expressionism	Joan Brown	Self Portrait with Cloud &amp; Cigarette	1964	yes	face	0.09	0	0.091	0.364	0.091	0	0.091	0.364	0.091	0	0	0	0	0.273	0	0.273	0.091	0	0.182	0.182	0	0	0.091	0.273	0	0	0.091	0.364	0.091	0	0.091	0	0	0.182	0	0.182	0	0.091	0.273	0.182	0	0.091	0	0.364	0.182	0	0	0	0	0.182	0.182	0.182	0.091	0	0	0.091	0	0	0.091	0.273	0
57727dd9edc2cb3880e90d51	Post Renaissance Art	Baroque	Adriaen van de Venne	Princes Maurits and Frederik Hendrik of Orange at the Valkenburg horse fair	1618	yes	face	1.4	0.071	0.027	0.161	0.089	0.036	0.027	0.036	0.045	0.518	0.161	0.045	0.232	0.009	0.027	0.027	0.018	0.009	0.098	0.348	0	0.063	0.036	0.17	0.036	0.054	0.027	0.08	0.018	0.384	0.205	0.018	0.196	0.018	0.009	0.018	0.027	0.009	0.08	0.232	0.009	0.081	0.027	0.162	0.126	0	0.027	0	0.018	0.414	0.072	0.099	0.18	0.009	0	0	0	0.009	0.045	0.441	0.009
57726f83edc2cb3880bb117d	Post Renaissance Art	Realism	Honore Daumier	Don Quixote and Sancho Pansa Having a Rest under a Tree	1855	yes	face	0.92	0	0	0.154	0	0.077	0	0.154	0.077	0.538	0.385	0	0.154	0.154	0	0.231	0	0	0.077	0.231	0	0.077	0	0	0	0.077	0.077	0.385	0	0.385	0.385	0	0	0.154	0.231	0.308	0.154	0	0.077	0	0	0.077	0	0.154	0.077	0.077	0.077	0	0.077	0.462	0.462	0.077	0.077	0.077	0	0.154	0	0	0.077	0.231	0
577286cdedc2cb3880056d93	Modern Art	Abstract Art	Victor Servranckx	Red Rotation	1922	yes	none	0.75	0.083	0	0.583	0.083	0	0	0.083	0	0	0.083	0	0.167	0	0.083	0	0	0.083	0.417	0.083	0	0.083	0	0.5	0.083	0.083	0.083	0	0.083	0	0	0	0.25	0	0	0	0	0.083	0.333	0.083	0	0.083	0	0.5	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.083	0.25	0.167	0
57728742edc2cb388006c6c8	Modern Art	Art Informel	Antonio Areal	Opus II n&#186; 40	1961	yes	none	-0.64	0	0.091	0	0.091	0	0.273	0.545	0	0	0	0	0	0.091	0	0.091	0	0	0.455	0	0	0	0	0	0	0	0.091	0.545	0	0	0	0	0	0.091	0	0.091	0	0	0.273	0	0	0	0	0.1	0.1	0	0.3	0	0	0	0.1	0	0.1	0	0	0	0	0	0.2	0	0.2
577284fbedc2cb3880ffab14	Modern Art	Neo-Expressionism	Corneille	Planets	1974	yes	none	-0.55	0	0	0.364	0.091	0	0.273	0.091	0	0.091	0	0.091	0	0	0	0.091	0.091	0	0.636	0.182	0	0	0	0.273	0.091	0.091	0.273	0.091	0	0	0	0.091	0	0	0	0.091	0.182	0.091	0.455	0.091	0	0	0	0.455	0	0.091	0	0.091	0	0.091	0	0.091	0.182	0	0	0	0	0	0.182	0.182	0
577287afedc2cb388007fc5b	Contemporary Art	Minimalism	Antonio Calderara	Spazio Luce	1961	yes	none	0	0	0	0.4	0	0	0.2	0	0	0.3	0.2	0	0.1	0	0	0.1	0	0	0.1	0	0	0	0	0.3	0	0	0.2	0	0	0.1	0.2	0	0.1	0	0	0.1	0	0	0.1	0	0	0	0	0.444	0	0	0.222	0	0	0.111	0.111	0	0.111	0	0	0	0	0	0.111	0.111	0.111
57728459edc2cb3880fdb65d	Modern Art	Lyrical Abstraction	Afro	Figure	XX cent.	yes	none	0	0	0	0.3	0	0.2	0.3	0.2	0.1	0	0.1	0	0	0.1	0.1	0.3	0	0	0.8	0.1	0	0	0.1	0.4	0	0	0.3	0.3	0	0.1	0.1	0.1	0	0.2	0.1	0.2	0	0	0.5	0.1	0	0	0	0.6	0	0	0.1	0	0.1	0	0.2	0	0	0	0.1	0.1	0	0	0.3	0.1	0.1
5772819cedc2cb3880f501c7	Modern Art	Surrealism	Eileen Agar	The Reaper	1938	yes	none	-0.22	0	0.055	0.218	0.018	0.073	0.145	0.236	0	0.055	0.073	0.036	0.073	0	0.055	0.073	0.018	0	0.327	0.073	0.055	0	0.018	0.327	0.036	0.073	0.182	0.055	0.018	0.055	0.073	0.036	0.055	0.036	0	0.036	0.018	0.018	0.436	0.036	0.073	0	0.055	0.218	0.036	0.055	0.109	0.4	0.036	0.073	0.109	0.036	0.055	0.055	0	0.091	0.036	0	0.127	0.055	0.036
577286a6edc2cb388004df04	Contemporary Art	Minimalism	Lynda Benglis	Corner Piece	1969	no	none	-0.1	0	0	0.5	0.1	0	0.2	0	0	0	0	0.1	0	0	0	0	0	0	0.5	0	0	0	0	0.3	0	0	0.1	0.2	0	0.1	0	0.2	0	0	0	0.1	0	0	0.4	0	0	0.1	0	0.5	0	0	0.1	0	0	0.2	0	0	0	0	0	0	0	0	0.4	0	0
57727fe2edc2cb3880ef5ab8	Modern Art	Color Field Painting	Alma Woodsey Thomas	Atmospheric Effects I	1970	yes	none	0.77	0.016	0	0.219	0.016	0.047	0.047	0.094	0.031	0.313	0.047	0.031	0.141	0.078	0	0.125	0	0.016	0.266	0.094	0	0.063	0	0.219	0.031	0.016	0.031	0.078	0.078	0.297	0.109	0.047	0.125	0.063	0	0.094	0	0	0.25	0.047	0	0.032	0	0.333	0.016	0.016	0.016	0.079	0.016	0.238	0.048	0.032	0.159	0.032	0.016	0.048	0	0	0.302	0.111	0.016
57727014edc2cb3880bce964	Post Renaissance Art	Baroque	Francisco de Zurbaran	St. Apollonia	1636	yes	face	1.7	0.1	0	0	0	0.1	0.1	0	0.2	0.4	0.3	0.2	0.1	0	0	0	0	0	0	0.7	0	0.111	0	0.111	0	0.111	0	0.111	0.222	0.667	0.222	0.111	0.333	0	0.111	0	0	0	0	0.333	0	0	0	0.2	0	0.1	0	0	0.1	0.1	0.2	0	0.1	0.1	0	0.1	0	0	0	0.7	0
57726f48edc2cb3880ba012f	Post Renaissance Art	Romanticism	Francisco Goya	Charles IV of Spain and his family	1800	yes	face	1.2	0	0	0.1	0.2	0	0	0	0.1	0.4	0	0.4	0.1	0	0	0	0	0	0.1	0.5	0	0	0	0.1	0.2	0	0	0	0.1	0.4	0	0.4	0.1	0	0	0	0	0	0.1	0.5	0	0	0	0.1	0.2	0	0	0	0.1	0.4	0	0.2	0.1	0	0	0	0	0	0.1	0.5	0
577271d3edc2cb3880c2e4cf	Post Renaissance Art	Romanticism	Orest Kiprensky	Portrait of Alexander Pushkin	1827	yes	face	1.6	0.2	0	0.1	0.1	0	0	0.1	0.1	0.2	0.1	0.2	0.3	0	0	0	0	0	0	0.5	0	0.1	0	0.3	0	0	0	0.1	0.1	0.3	0.2	0.1	0	0.1	0	0	0.1	0	0	0.5	0	0.1	0	0.3	0	0	0	0.1	0.1	0.3	0.1	0.1	0.2	0	0	0	0	0	0	0.4	0.1
577284e7edc2cb3880ff375a	Modern Art	Post-Impressionism	Roger Fry	"View on the Cote d&#39;Azur, Menton"	1916	yes	none	1.36	0	0	0.273	0	0	0	0	0	0.545	0.182	0	0.273	0	0	0	0	0	0.182	0	0	0	0	0.273	0	0	0	0	0	0.364	0.182	0	0.182	0	0	0	0	0	0.182	0	0.091	0	0	0.364	0	0	0	0	0	0.545	0.182	0	0.182	0	0	0	0	0	0	0.091	0
57726e47edc2cb3880b699f7	Post Renaissance Art	Realism	Charles-Francois Daubigny	French Coastal Scene	1868	yes	none	1.7	0	0	0.2	0	0	0	0	0.2	0.5	0.4	0	0	0	0	0.2	0	0	0.2	0	0	0	0	0.2	0	0	0	0	0.1	0.3	0.6	0	0	0	0	0.2	0	0	0.1	0.1	0	0	0	0.5	0	0.1	0	0	0	0.3	0.1	0	0.1	0	0	0.1	0	0	0.1	0.1	0
57728984edc2cb38800de804	Post Renaissance Art	Rococo	Joseph-Marie Vien	Greek Woman at the Bath	1767	yes	face	1.82	0	0	0.091	0.091	0	0	0	0.091	0.545	0.182	0.545	0.182	0	0.091	0.091	0	0	0.091	0.364	0	0	0	0.091	0.182	0	0	0	0.091	0.545	0.273	0.364	0.273	0	0.091	0.091	0	0	0.091	0.273	0	0	0	0.091	0.182	0	0	0	0	0.455	0.273	0.273	0.182	0	0.091	0.091	0	0	0.091	0.273	0
57727023edc2cb3880bcfefa	Renaissance Art	Early Renaissance	Pietro Perugino	Christ Handing the Keys to St. Peter	1481-1482	yes	face	1.7	0.1	0	0.1	0	0	0	0	0.5	0.1	0.6	0	0.2	0	0	0	0	0	0	0.7	0	0.2	0	0	0	0	0	0	0.3	0.1	0.5	0.1	0.2	0	0	0	0	0	0	0.6	0	0.1	0	0.2	0	0	0	0	0.4	0.1	0.5	0.2	0	0	0	0	0	0	0	0.6	0
5772842cedc2cb3880fd1c07	Modern Art	Art Informel	Willi Baumeister	Monturi with Red and Blue	1953	yes	none	0.46	0	0	0.077	0	0.077	0.231	0	0	0.154	0.231	0.077	0.231	0	0.077	0	0	0	0.538	0	0.077	0	0	0.231	0	0	0.231	0	0	0.154	0.077	0	0.231	0.077	0.077	0	0.154	0	0.538	0.077	0	0	0	0.308	0	0	0.231	0.077	0	0	0.308	0.077	0.077	0	0.154	0	0	0	0.308	0	0
57727ffeedc2cb3880efda19	Modern Art	Expressionism	Tivadar Kosztka Csontvary	Teacher in Morocco	1908	yes	face	1.25	0	0	0.083	0.083	0	0	0	0	0.083	0.583	0	0.083	0	0	0.083	0	0.083	0.083	0.167	0	0	0	0.083	0.083	0	0	0	0	0.167	0.417	0	0.083	0	0	0.083	0	0	0.167	0.167	0	0	0	0.333	0	0	0	0	0	0.167	0.167	0.083	0.083	0	0	0	0	0	0.083	0.25	0
577283d7edc2cb3880fbee6c	Modern Art	Abstract Expressionism	Marcel Barbeau	Virgin Forest	1948	yes	none	0.31	0	0.077	0.077	0	0.154	0.077	0.462	0	0	0.077	0	0	0.077	0.077	0.077	0.077	0.077	0.462	0	0	0.077	0.154	0.077	0	0	0.154	0.385	0	0	0	0	0.154	0.154	0	0.154	0	0.077	0.385	0	0	0	0	0.308	0	0	0	0.077	0.077	0.462	0.231	0	0.077	0.077	0	0.077	0	0.077	0.231	0	0
57728204edc2cb3880f63d8a	Modern Art	Abstract Art	S. H. Raza	Clocher du Village	1958	yes	none	-0.18	0.012	0.167	0.167	0.06	0.048	0.143	0.31	0.012	0.036	0.024	0.012	0.06	0.167	0.083	0.226	0.036	0.036	0.321	0.036	0.012	0.012	0.155	0.119	0.024	0.071	0.19	0.369	0.012	0.036	0.024	0.012	0.06	0.155	0.083	0.19	0.071	0.024	0.333	0.036	0	0.086	0.029	0.214	0.014	0.014	0.029	0.029	0.043	0.414	0.171	0.086	0.186	0.014	0.029	0.014	0.014	0.014	0.057	0.143	0.043
57728228edc2cb3880f6c6a5	Modern Art	Post-Impressionism	Janos Tornyai	Wheatland with Woman of Shawl	1912	yes	face	1.1	0	0	0	0	0	0	0.1	0.2	0.6	0.6	0	0.2	0	0.1	0.1	0	0	0.1	0.3	0	0	0	0	0.1	0	0	0.1	0.2	0.7	0.5	0	0.1	0.1	0	0.1	0	0	0.1	0.1	0	0.1	0	0.1	0	0	0.1	0.1	0.1	0.5	0.7	0.1	0.2	0.1	0.1	0	0	0	0	0.2	0
57728943edc2cb38800d2c83	Modern Art	Magic Realism	Pierre Roy	"Boris Anrep in his Studio, 65 Boulevard Arago"	1949	yes	face	1.7	0	0	0.2	0	0	0.1	0	0.1	0.2	0.1	0	0.1	0	0	0	0	0	0.3	0.7	0	0	0	0.3	0	0	0.1	0	0.1	0.2	0.1	0	0.1	0	0	0	0	0	0.3	0.6	0	0	0	0.2	0	0	0	0.1	0	0.1	0	0	0.2	0	0	0	0	0	0.1	0.4	0.2
57727f7bedc2cb3880ee1357	Modern Art	Cubism	Amadeo de Souza-Cardoso	Landscape	1912	yes	none	1	0	0	0.455	0	0	0	0	0	0.273	0.182	0.182	0.091	0	0	0	0	0	0.364	0.091	0	0	0	0.545	0	0	0	0	0	0.273	0.182	0.091	0.091	0	0	0	0	0	0.545	0.091	0	0	0	0.182	0	0	0	0	0	0.545	0	0.182	0.091	0	0	0	0	0	0.091	0.182	0
57727fb8edc2cb3880eecaef	Modern Art	Surrealism	Edward Weston	"Dunes, Oceano"	1936	yes	none	1.6	0	0	0.2	0	0	0.1	0.2	0	0.4	0.1	0.1	0	0	0	0.4	0	0	0.1	0.1	0	0	0.1	0.1	0	0	0	0.2	0	0.1	0.1	0	0	0	0.1	0.3	0	0	0.2	0.1	0.1	0	0	0.3	0	0.1	0	0	0	0.7	0.2	0	0.1	0.1	0	0.1	0	0	0.1	0	0
577284e2edc2cb3880ff2f1e	Modern Art	Neo-Expressionism	Manuel Neri	Figure with Legs Crossed	1991	no	face	1.8	0.1	0	0.3	0	0	0	0	0	0	0.4	0	0.2	0	0	0	0	0	0	0.4	0.1	0	0	0.1	0	0.1	0	0	0	0.1	0.2	0	0.2	0	0	0.2	0.1	0	0.1	0.3	0.1	0	0	0.2	0	0	0.1	0	0	0.2	0.4	0	0.1	0	0	0	0.1	0	0.1	0.1	0.1
5772798fedc2cb3880dbc750	Renaissance Art	Northern Renaissance	Martin Schongauer	Ecce Homo	XV cent.	yes	face	0.55	0	0.182	0	0	0	0.182	0.364	0.091	0.091	0.091	0.091	0.091	0.091	0.273	0.818	0.364	0	0.091	0.182	0	0	0.091	0	0	0.091	0.091	0.182	0.091	0.091	0.091	0.091	0.091	0	0.273	0.636	0.273	0	0	0.273	0	0.1	0.1	0.2	0	0	0.1	0	0	0	0	0.1	0.1	0	0	0	0.1	0	0.2	0	0.1
57728219edc2cb3880f6b0be	Post Renaissance Art	Neoclassicism	Vieira Portuense	S&#250;plica de In&#234;s de Castro	XVIII-XIX cent.	yes	face	1.5	0	0	0.1	0	0	0.1	0.2	0	0.3	0	0.2	0	0	0.1	0.5	0.4	0	0.1	0.3	0	0	0	0.1	0	0	0.2	0.3	0	0.5	0	0.3	0	0	0	0.2	0.1	0	0.1	0.3	0	0	0	0.429	0	0	0	0	0	0	0.286	0	0	0	0.143	0.286	0.429	0	0.143	0.143	0
577283d0edc2cb3880fbe34c	Modern Art	Abstract Expressionism	Jock Macdonald	From a Riviera Window	1955	yes	none	-0.6	0	0.1	0.4	0	0	0	0.2	0	0.1	0	0	0.1	0	0	0	0	0	0.5	0	0	0	0.1	0.4	0	0	0	0.1	0	0.1	0	0	0.1	0	0	0	0	0	0.6	0	0	0.1	0.1	0.4	0	0	0	0.1	0	0.4	0	0	0	0	0	0	0	0	0.2	0.1	0.1
5772812dedc2cb3880f3ad4d	Modern Art	Cubism	Louis Marcoussis	La Table	1927	yes	none	1.3	0	0	0.4	0	0	0	0	0	0	0.2	0.1	0.2	0	0	0	0	0.1	0.5	0.1	0	0.1	0	0.6	0	0	0	0	0.1	0.1	0.1	0	0.1	0	0	0	0	0	0.5	0	0	0.111	0	0.333	0	0.111	0	0	0	0	0.111	0	0.222	0	0	0	0	0	0	0	0.111
