Worker ID,Art (image+title) #1: ID,Art (image+title) #1: Is painting,Art (image+title) #1: Art rating,Art (image+title) #2: ID,Art (image+title) #2: Is painting,Art (image+title) #2: Art rating,Art (image+title) #3: ID,Art (image+title) #3: Is painting,Art (image+title) #3: Art rating,Art (image+title) #4: ID,Art (image+title) #4: Is painting,Art (image+title) #4: Art rating,Art (image+title) #5: ID,Art (image+title) #5: Is painting,Art (image+title) #5: Art rating
worker_13,57728095edc2cb3880f1c3f4,yes,-2,57726f0fedc2cb3880b94ae6,yes,2,57726e8dedc2cb3880b76528,yes,2,5772850cedc2cb3880ffc52b,yes,3,57727334edc2cb3880c7ea9a,yes,2
worker_14,57728095edc2cb3880f1c3f4,yes,-1,57726f0fedc2cb3880b94ae6,yes,1,57726e8dedc2cb3880b76528,yes,1,5772850cedc2cb3880ffc52b,yes,2,57727334edc2cb3880c7ea9a,yes,3
worker_15,57728095edc2cb3880f1c3f4,yes,3,57726f0fedc2cb3880b94ae6,yes,3,57726e8dedc2cb3880b76528,yes,2,5772850cedc2cb3880ffc52b,yes,3,57727334edc2cb3880c7ea9a,yes,3
worker_16,57728095edc2cb3880f1c3f4,yes,3,57726f0fedc2cb3880b94ae6,yes,3,57726e8dedc2cb3880b76528,yes,-3,5772850cedc2cb3880ffc52b,yes,3,57727334edc2cb3880c7ea9a,yes,3
worker_17,57728095edc2cb3880f1c3f4,yes,1,57726f0fedc2cb3880b94ae6,yes,3,57726e8dedc2cb3880b76528,yes,2,5772850cedc2cb3880ffc52b,yes,3,57727334edc2cb3880c7ea9a,yes,3
worker_18,57728095edc2cb3880f1c3f4,yes,2,57726f0fedc2cb3880b94ae6,yes,1,57726e8dedc2cb3880b76528,yes,1,5772850cedc2cb3880ffc52b,yes,1,57727334edc2cb3880c7ea9a,yes,1
worker_8,57728095edc2cb3880f1c3f4,yes,1,57726f0fedc2cb3880b94ae6,yes,1,57726e8dedc2cb3880b76528,yes,1,5772850cedc2cb3880ffc52b,yes,1,57727334edc2cb3880c7ea9a,yes,1
worker_19,57728095edc2cb3880f1c3f4,yes,0,57726f0fedc2cb3880b94ae6,yes,2,57726e8dedc2cb3880b76528,yes,1,5772850cedc2cb3880ffc52b,yes,2,57727334edc2cb3880c7ea9a,yes,2
worker_20,57728095edc2cb3880f1c3f4,yes,1,57726f0fedc2cb3880b94ae6,yes,1,57726e8dedc2cb3880b76528,yes,2,5772850cedc2cb3880ffc52b,yes,2,57727334edc2cb3880c7ea9a,yes,3
worker_21,57728095edc2cb3880f1c3f4,yes,1,57726f0fedc2cb3880b94ae6,yes,1,57726e8dedc2cb3880b76528,yes,1,5772850cedc2cb3880ffc52b,yes,1,57727334edc2cb3880c7ea9a,yes,1
worker_6,577286feedc2cb388006099a,yes,-1,577286a2edc2cb388004d78d,no,-1,57727402edc2cb3880ca64d4,yes,1,5772779bedc2cb3880d4fe0f,yes,1,57727c4bedc2cb3880e413d5,no,1
worker_22,577286feedc2cb388006099a,yes,-3,577286a2edc2cb388004d78d,no,0,57727402edc2cb3880ca64d4,yes,-1,5772779bedc2cb3880d4fe0f,no,1,57727c4bedc2cb3880e413d5,no,-3
worker_23,577286feedc2cb388006099a,yes,0,577286a2edc2cb388004d78d,no,0,57727402edc2cb3880ca64d4,yes,-3,5772779bedc2cb3880d4fe0f,no,2,57727c4bedc2cb3880e413d5,no,0
worker_24,577286feedc2cb388006099a,yes,-2,577286a2edc2cb388004d78d,no,-2,57727402edc2cb3880ca64d4,yes,1,5772779bedc2cb3880d4fe0f,no,3,57727c4bedc2cb3880e413d5,no,-1
worker_25,577286feedc2cb388006099a,yes,0,577286a2edc2cb388004d78d,no,0,57727402edc2cb3880ca64d4,yes,0,5772779bedc2cb3880d4fe0f,no,0,57727c4bedc2cb3880e413d5,no,0
worker_26,577286feedc2cb388006099a,yes,-2,577286a2edc2cb388004d78d,no,0,57727402edc2cb3880ca64d4,yes,-1,5772779bedc2cb3880d4fe0f,yes,2,57727c4bedc2cb3880e413d5,no,-2
worker_11,577286feedc2cb388006099a,yes,-1,577286a2edc2cb388004d78d,no,2,57727402edc2cb3880ca64d4,yes,1,5772779bedc2cb3880d4fe0f,no,3,57727c4bedc2cb3880e413d5,no,-2
worker_20,577286feedc2cb388006099a,yes,-2,577286a2edc2cb388004d78d,no,0,57727402edc2cb3880ca64d4,yes,1,5772779bedc2cb3880d4fe0f,no,1,57727c4bedc2cb3880e413d5,no,-2
worker_27,577286feedc2cb388006099a,yes,0,577286a2edc2cb388004d78d,no,0,57727402edc2cb3880ca64d4,yes,0,5772779bedc2cb3880d4fe0f,no,1,57727c4bedc2cb3880e413d5,no,0
worker_28,577286feedc2cb388006099a,yes,0,577286a2edc2cb388004d78d,no,1,57727402edc2cb3880ca64d4,yes,3,5772779bedc2cb3880d4fe0f,no,1,57727c4bedc2cb3880e413d5,no,1
worker_19,577286feedc2cb388006099a,yes,-1,577286a2edc2cb388004d78d,no,0,57727402edc2cb3880ca64d4,yes,-2,5772779bedc2cb3880d4fe0f,no,2,57727c4bedc2cb3880e413d5,no,-1
worker_29,577286feedc2cb388006099a,yes,0,577286a2edc2cb388004d78d,no,2,57727402edc2cb3880ca64d4,yes,1,5772779bedc2cb3880d4fe0f,no,2,57727c4bedc2cb3880e413d5,no,2
worker_9,57728014edc2cb3880effe53,yes,0,57726ff3edc2cb3880bc574a,yes,0,57728984edc2cb38800de824,yes,0,57728984edc2cb38800de804,yes,1,577280c3edc2cb3880f26359,yes,-3
worker_4,57728014edc2cb3880effe53,yes,2,57726ff3edc2cb3880bc574a,yes,2,57728984edc2cb38800de824,yes,3,57728984edc2cb38800de804,yes,3,577280c3edc2cb3880f26359,yes,-2
worker_30,57728014edc2cb3880effe53,yes,2,57726ff3edc2cb3880bc574a,yes,3,57728984edc2cb38800de824,yes,2,57728984edc2cb38800de804,yes,3,577280c3edc2cb3880f26359,yes,2
worker_8,57728014edc2cb3880effe53,yes,1,57726ff3edc2cb3880bc574a,yes,1,57728984edc2cb38800de824,yes,2,57728984edc2cb38800de804,yes,3,577280c3edc2cb3880f26359,yes,1
worker_31,57728014edc2cb3880effe53,yes,-2,57726ff3edc2cb3880bc574a,yes,1,57728984edc2cb38800de824,yes,2,57728984edc2cb38800de804,yes,3,577280c3edc2cb3880f26359,yes,-3
worker_10,57728014edc2cb3880effe53,yes,2,57726ff3edc2cb3880bc574a,yes,0,57728984edc2cb38800de824,yes,1,57728984edc2cb38800de804,yes,1,577280c3edc2cb3880f26359,yes,2
worker_32,57728014edc2cb3880effe53,yes,1,57726ff3edc2cb3880bc574a,yes,1,57728984edc2cb38800de824,yes,1,57728984edc2cb38800de804,yes,1,577280c3edc2cb3880f26359,yes,1
worker_33,57728014edc2cb3880effe53,yes,-1,57726ff3edc2cb3880bc574a,yes,3,57728984edc2cb38800de824,yes,3,57728984edc2cb38800de804,yes,3,577280c3edc2cb3880f26359,yes,-3
worker_34,57728014edc2cb3880effe53,yes,0,57726ff3edc2cb3880bc574a,yes,0,57728984edc2cb38800de824,yes,2,57728984edc2cb38800de804,yes,2,577280c3edc2cb3880f26359,yes,0
worker_35,57728014edc2cb3880effe53,yes,0,57726ff3edc2cb3880bc574a,yes,0,57728984edc2cb38800de824,yes,0,57728984edc2cb38800de804,yes,0,577280c3edc2cb3880f26359,yes,2
worker_3,57728014edc2cb3880effe53,yes,0,57726ff3edc2cb3880bc574a,yes,0,57728984edc2cb38800de824,yes,0,57728984edc2cb38800de804,yes,0,577280c3edc2cb3880f26359,yes,0
worker_36,577289e6edc2cb38800f31ff,yes,0,57727d9eedc2cb3880e85dd9,yes,0,5772893eedc2cb38800d23bb,yes,-1,57728649edc2cb388003a757,yes,-1,57727ca6edc2cb3880e54242,yes,1
worker_24,577289e6edc2cb38800f31ff,yes,2,57727d9eedc2cb3880e85dd9,yes,0,5772893eedc2cb38800d23bb,yes,3,57728649edc2cb388003a757,yes,3,57727ca6edc2cb3880e54242,yes,3
worker_37,577289e6edc2cb38800f31ff,yes,3,57727d9eedc2cb3880e85dd9,yes,3,5772893eedc2cb38800d23bb,yes,3,57728649edc2cb388003a757,yes,3,57727ca6edc2cb3880e54242,yes,2
worker_38,577289e6edc2cb38800f31ff,yes,2,57727d9eedc2cb3880e85dd9,yes,2,5772893eedc2cb38800d23bb,yes,3,57728649edc2cb388003a757,yes,2,57727ca6edc2cb3880e54242,yes,2
worker_15,577289e6edc2cb38800f31ff,yes,3,57727d9eedc2cb3880e85dd9,yes,3,5772893eedc2cb38800d23bb,yes,3,57728649edc2cb388003a757,yes,3,57727ca6edc2cb3880e54242,yes,3
worker_39,577289e6edc2cb38800f31ff,yes,-1,57727d9eedc2cb3880e85dd9,yes,-2,5772893eedc2cb38800d23bb,yes,1,57728649edc2cb388003a757,yes,1,57727ca6edc2cb3880e54242,yes,2
worker_40,577289e6edc2cb38800f31ff,yes,-1,57727d9eedc2cb3880e85dd9,yes,-1,5772893eedc2cb38800d23bb,yes,-2,57728649edc2cb388003a757,yes,-1,57727ca6edc2cb3880e54242,yes,1
worker_41,577289e6edc2cb38800f31ff,yes,2,57727d9eedc2cb3880e85dd9,yes,1,5772893eedc2cb38800d23bb,yes,3,57728649edc2cb388003a757,yes,3,57727ca6edc2cb3880e54242,yes,2
worker_42,577289e6edc2cb38800f31ff,yes,0,57727d9eedc2cb3880e85dd9,yes,0,5772893eedc2cb38800d23bb,yes,2,57728649edc2cb388003a757,yes,0,57727ca6edc2cb3880e54242,yes,2
worker_20,577289e6edc2cb38800f31ff,yes,3,57727d9eedc2cb3880e85dd9,yes,2,5772893eedc2cb38800d23bb,yes,2,57728649edc2cb388003a757,yes,2,57727ca6edc2cb3880e54242,yes,3
worker_43,5772836fedc2cb3880faa6ee,yes,0,57727c96edc2cb3880e4d36c,yes,1,577286ceedc2cb3880056f1b,yes,1,5772846eedc2cb3880fdd965,yes,-1,57727ca6edc2cb3880e542b2,yes,1
worker_44,5772836fedc2cb3880faa6ee,yes,0,57727c96edc2cb3880e4d36c,yes,1,577286ceedc2cb3880056f1b,yes,3,5772846eedc2cb3880fdd965,yes,-1,57727ca6edc2cb3880e542b2,yes,-1
worker_45,5772836fedc2cb3880faa6ee,yes,1,57727c96edc2cb3880e4d36c,yes,-3,577286ceedc2cb3880056f1b,yes,3,5772846eedc2cb3880fdd965,yes,-3,57727ca6edc2cb3880e542b2,yes,0
worker_3,5772836fedc2cb3880faa6ee,yes,0,57727c96edc2cb3880e4d36c,yes,0,577286ceedc2cb3880056f1b,yes,0,5772846eedc2cb3880fdd965,yes,0,57727ca6edc2cb3880e542b2,yes,0
worker_4,5772836fedc2cb3880faa6ee,yes,-2,57727c96edc2cb3880e4d36c,yes,3,577286ceedc2cb3880056f1b,yes,3,5772846eedc2cb3880fdd965,yes,-2,57727ca6edc2cb3880e542b2,yes,3
worker_46,5772836fedc2cb3880faa6ee,yes,0,57727c96edc2cb3880e4d36c,yes,0,577286ceedc2cb3880056f1b,yes,1,5772846eedc2cb3880fdd965,yes,0,57727ca6edc2cb3880e542b2,yes,0
worker_9,5772836fedc2cb3880faa6ee,yes,0,57727c96edc2cb3880e4d36c,yes,-3,577286ceedc2cb3880056f1b,yes,3,5772846eedc2cb3880fdd965,yes,0,57727ca6edc2cb3880e542b2,yes,-3
worker_47,5772836fedc2cb3880faa6ee,yes,1,57727c96edc2cb3880e4d36c,yes,-2,577286ceedc2cb3880056f1b,yes,2,5772846eedc2cb3880fdd965,yes,0,57727ca6edc2cb3880e542b2,yes,-1
worker_48,5772836fedc2cb3880faa6ee,yes,1,57727c96edc2cb3880e4d36c,yes,-1,577286ceedc2cb3880056f1b,yes,1,5772846eedc2cb3880fdd965,yes,3,57727ca6edc2cb3880e542b2,yes,0
worker_49,5772836fedc2cb3880faa6ee,yes,1,57727c96edc2cb3880e4d36c,yes,2,577286ceedc2cb3880056f1b,yes,2,5772846eedc2cb3880fdd965,yes,-2,57727ca6edc2cb3880e542b2,yes,1
worker_24,5772844fedc2cb3880fd5167,yes,0,577284a4edc2cb3880fe7d45,yes,0,5772831eedc2cb3880f9f237,yes,1,57727f6bedc2cb3880ee006b,yes,2,57728ad0edc2cb3880124c3d,yes,1
worker_50,5772844fedc2cb3880fd5167,yes,0,577284a4edc2cb3880fe7d45,yes,0,5772831eedc2cb3880f9f237,yes,0,57727f6bedc2cb3880ee006b,yes,1,57728ad0edc2cb3880124c3d,yes,0
worker_37,5772844fedc2cb3880fd5167,yes,1,577284a4edc2cb3880fe7d45,yes,-1,5772831eedc2cb3880f9f237,yes,2,57727f6bedc2cb3880ee006b,yes,0,57728ad0edc2cb3880124c3d,yes,1
worker_51,5772844fedc2cb3880fd5167,yes,-1,577284a4edc2cb3880fe7d45,yes,3,5772831eedc2cb3880f9f237,yes,-1,57727f6bedc2cb3880ee006b,yes,3,57728ad0edc2cb3880124c3d,yes,2
worker_52,5772844fedc2cb3880fd5167,yes,3,577284a4edc2cb3880fe7d45,yes,0,5772831eedc2cb3880f9f237,yes,2,57727f6bedc2cb3880ee006b,yes,2,57728ad0edc2cb3880124c3d,yes,-3
worker_53,5772844fedc2cb3880fd5167,yes,1,577284a4edc2cb3880fe7d45,yes,1,5772831eedc2cb3880f9f237,yes,1,57727f6bedc2cb3880ee006b,yes,2,57728ad0edc2cb3880124c3d,yes,3
worker_31,5772844fedc2cb3880fd5167,yes,2,577284a4edc2cb3880fe7d45,yes,2,5772831eedc2cb3880f9f237,yes,0,57727f6bedc2cb3880ee006b,yes,2,57728ad0edc2cb3880124c3d,yes,1
worker_54,5772844fedc2cb3880fd5167,yes,2,577284a4edc2cb3880fe7d45,yes,2,5772831eedc2cb3880f9f237,yes,2,57727f6bedc2cb3880ee006b,yes,3,57728ad0edc2cb3880124c3d,yes,3
worker_55,5772844fedc2cb3880fd5167,yes,0,577284a4edc2cb3880fe7d45,yes,0,5772831eedc2cb3880f9f237,yes,0,57727f6bedc2cb3880ee006b,yes,3,57728ad0edc2cb3880124c3d,yes,3
worker_19,5772844fedc2cb3880fd5167,yes,1,577284a4edc2cb3880fe7d45,yes,1,5772831eedc2cb3880f9f237,yes,1,57727f6bedc2cb3880ee006b,yes,1,57728ad0edc2cb3880124c3d,yes,3
worker_36,57728173edc2cb3880f46c0f,yes,0,57726e55edc2cb3880b6afc2,yes,-1,5772765eedc2cb3880d14a21,yes,-1,57727d14edc2cb3880e6931e,yes,0,5772850cedc2cb3880ffc55b,yes,0
worker_5,57728173edc2cb3880f46c0f,yes,-1,57726e55edc2cb3880b6afc2,yes,2,5772765eedc2cb3880d14a21,yes,1,57727d14edc2cb3880e6931e,yes,3,5772850cedc2cb3880ffc55b,yes,2
worker_56,57728173edc2cb3880f46c0f,yes,-1,57726e55edc2cb3880b6afc2,yes,3,5772765eedc2cb3880d14a21,yes,2,57727d14edc2cb3880e6931e,yes,2,5772850cedc2cb3880ffc55b,yes,3
worker_15,57728173edc2cb3880f46c0f,yes,3,57726e55edc2cb3880b6afc2,yes,3,5772765eedc2cb3880d14a21,yes,3,57727d14edc2cb3880e6931e,yes,3,5772850cedc2cb3880ffc55b,yes,3
worker_39,57728173edc2cb3880f46c0f,yes,-3,57726e55edc2cb3880b6afc2,yes,2,5772765eedc2cb3880d14a21,yes,2,57727d14edc2cb3880e6931e,yes,1,5772850cedc2cb3880ffc55b,yes,1
worker_57,57728173edc2cb3880f46c0f,yes,2,57726e55edc2cb3880b6afc2,yes,3,5772765eedc2cb3880d14a21,yes,2,57727d14edc2cb3880e6931e,yes,2,5772850cedc2cb3880ffc55b,yes,3
worker_58,57728173edc2cb3880f46c0f,yes,2,57726e55edc2cb3880b6afc2,yes,0,5772765eedc2cb3880d14a21,yes,0,57727d14edc2cb3880e6931e,yes,0,5772850cedc2cb3880ffc55b,yes,0
worker_59,57728173edc2cb3880f46c0f,yes,2,57726e55edc2cb3880b6afc2,yes,3,5772765eedc2cb3880d14a21,yes,3,57727d14edc2cb3880e6931e,yes,2,5772850cedc2cb3880ffc55b,yes,2
worker_7,57728173edc2cb3880f46c0f,yes,-3,57726e55edc2cb3880b6afc2,yes,3,5772765eedc2cb3880d14a21,yes,3,57727d14edc2cb3880e6931e,yes,3,5772850cedc2cb3880ffc55b,yes,3
worker_60,57728173edc2cb3880f46c0f,yes,0,57726e55edc2cb3880b6afc2,yes,0,5772765eedc2cb3880d14a21,yes,2,57727d14edc2cb3880e6931e,yes,1,5772850cedc2cb3880ffc55b,yes,1
worker_18,577284a5edc2cb3880fe7f05,yes,1,57727e57edc2cb3880ea753a,yes,0,57727e12edc2cb3880e9b21b,yes,0,57728047edc2cb3880f0a2e2,yes,0,57a2eedaedc2c92150bf041e,no,1
worker_52,577284a5edc2cb3880fe7f05,yes,-1,57727e57edc2cb3880ea753a,yes,-1,57727e12edc2cb3880e9b21b,yes,1,57728047edc2cb3880f0a2e2,yes,1,57a2eedaedc2c92150bf041e,no,-1
worker_7,577284a5edc2cb3880fe7f05,yes,-3,57727e57edc2cb3880ea753a,yes,3,57727e12edc2cb3880e9b21b,yes,1,57728047edc2cb3880f0a2e2,yes,-3,57a2eedaedc2c92150bf041e,no,3
worker_56,577284a5edc2cb3880fe7f05,yes,-3,57727e57edc2cb3880ea753a,yes,2,57727e12edc2cb3880e9b21b,yes,1,57728047edc2cb3880f0a2e2,yes,1,57a2eedaedc2c92150bf041e,no,3
worker_57,577284a5edc2cb3880fe7f05,yes,2,57727e57edc2cb3880ea753a,yes,2,57727e12edc2cb3880e9b21b,yes,3,57728047edc2cb3880f0a2e2,yes,2,57a2eedaedc2c92150bf041e,no,3
worker_61,577284a5edc2cb3880fe7f05,yes,1,57727e57edc2cb3880ea753a,yes,3,57727e12edc2cb3880e9b21b,yes,2,57728047edc2cb3880f0a2e2,yes,0,57a2eedaedc2c92150bf041e,no,2
worker_62,577284a5edc2cb3880fe7f05,yes,-1,57727e57edc2cb3880ea753a,yes,2,57727e12edc2cb3880e9b21b,yes,1,57728047edc2cb3880f0a2e2,yes,-1,57a2eedaedc2c92150bf041e,no,3
worker_37,577284a5edc2cb3880fe7f05,yes,-2,57727e57edc2cb3880ea753a,yes,2,57727e12edc2cb3880e9b21b,yes,3,57728047edc2cb3880f0a2e2,yes,2,57a2eedaedc2c92150bf041e,no,1
worker_63,577284a5edc2cb3880fe7f05,yes,3,57727e57edc2cb3880ea753a,yes,3,57727e12edc2cb3880e9b21b,yes,-2,57728047edc2cb3880f0a2e2,yes,1,57a2eedaedc2c92150bf041e,no,3
worker_10,577284a5edc2cb3880fe7f05,yes,0,57727e57edc2cb3880ea753a,yes,0,57727e12edc2cb3880e9b21b,yes,3,57728047edc2cb3880f0a2e2,yes,2,57a2eedaedc2c92150bf041e,no,1
worker_64,5772869fedc2cb388004d2b7,yes,2,577287b1edc2cb388007ffed,no,2,57727ab7edc2cb3880df987a,yes,3,5772758fedc2cb3880cead4e,yes,3,5772766eedc2cb3880d15f32,yes,3
worker_65,5772869fedc2cb388004d2b7,yes,0,577287b1edc2cb388007ffed,yes,0,57727ab7edc2cb3880df987a,yes,0,5772758fedc2cb3880cead4e,yes,2,5772766eedc2cb3880d15f32,yes,2
worker_66,5772869fedc2cb388004d2b7,yes,0,577287b1edc2cb388007ffed,no,2,57727ab7edc2cb3880df987a,yes,1,5772758fedc2cb3880cead4e,yes,2,5772766eedc2cb3880d15f32,yes,-1
worker_67,5772869fedc2cb388004d2b7,yes,3,577287b1edc2cb388007ffed,yes,3,57727ab7edc2cb3880df987a,yes,3,5772758fedc2cb3880cead4e,yes,3,5772766eedc2cb3880d15f32,yes,3
worker_68,5772869fedc2cb388004d2b7,yes,1,577287b1edc2cb388007ffed,no,-2,57727ab7edc2cb3880df987a,yes,1,5772758fedc2cb3880cead4e,yes,1,5772766eedc2cb3880d15f32,yes,2
worker_39,5772869fedc2cb388004d2b7,yes,1,577287b1edc2cb388007ffed,no,2,57727ab7edc2cb3880df987a,yes,2,5772758fedc2cb3880cead4e,yes,2,5772766eedc2cb3880d15f32,yes,2
worker_69,5772869fedc2cb388004d2b7,yes,-2,577287b1edc2cb388007ffed,no,-1,57727ab7edc2cb3880df987a,yes,0,5772758fedc2cb3880cead4e,yes,0,5772766eedc2cb3880d15f32,yes,2
worker_70,5772869fedc2cb388004d2b7,yes,-2,577287b1edc2cb388007ffed,no,2,57727ab7edc2cb3880df987a,yes,1,5772758fedc2cb3880cead4e,yes,0,5772766eedc2cb3880d15f32,yes,0
worker_71,5772869fedc2cb388004d2b7,yes,1,577287b1edc2cb388007ffed,yes,0,57727ab7edc2cb3880df987a,yes,1,5772758fedc2cb3880cead4e,yes,2,5772766eedc2cb3880d15f32,yes,1
worker_20,5772869fedc2cb388004d2b7,yes,1,577287b1edc2cb388007ffed,yes,-1,57727ab7edc2cb3880df987a,yes,2,5772758fedc2cb3880cead4e,yes,3,5772766eedc2cb3880d15f32,yes,3
worker_20,57728326edc2cb3880f9fea7,yes,2,57728172edc2cb3880f46a8d,yes,-1,577280fcedc2cb3880f30f41,yes,1,57728735edc2cb388006b346,no,-2,577275a4edc2cb3880cecc56,yes,2
worker_6,57728326edc2cb3880f9fea7,yes,2,57728172edc2cb3880f46a8d,yes,-1,577280fcedc2cb3880f30f41,yes,-2,57728735edc2cb388006b346,no,-1,577275a4edc2cb3880cecc56,yes,1
worker_72,57728326edc2cb3880f9fea7,yes,2,57728172edc2cb3880f46a8d,yes,2,577280fcedc2cb3880f30f41,yes,2,57728735edc2cb388006b346,yes,2,577275a4edc2cb3880cecc56,yes,2
worker_73,57728326edc2cb3880f9fea7,yes,0,57728172edc2cb3880f46a8d,yes,2,577280fcedc2cb3880f30f41,yes,0,57728735edc2cb388006b346,no,-2,577275a4edc2cb3880cecc56,yes,-1
worker_7,57728326edc2cb3880f9fea7,yes,3,57728172edc2cb3880f46a8d,yes,-3,577280fcedc2cb3880f30f41,yes,0,57728735edc2cb388006b346,no,3,577275a4edc2cb3880cecc56,yes,3
worker_9,57728326edc2cb3880f9fea7,yes,0,57728172edc2cb3880f46a8d,yes,-3,577280fcedc2cb3880f30f41,yes,-3,57728735edc2cb388006b346,no,-3,577275a4edc2cb3880cecc56,yes,-3
worker_74,57728326edc2cb3880f9fea7,yes,2,57728172edc2cb3880f46a8d,yes,-2,577280fcedc2cb3880f30f41,yes,-2,57728735edc2cb388006b346,no,-2,577275a4edc2cb3880cecc56,yes,0
worker_38,57728326edc2cb3880f9fea7,yes,3,57728172edc2cb3880f46a8d,yes,0,577280fcedc2cb3880f30f41,yes,0,57728735edc2cb388006b346,no,0,577275a4edc2cb3880cecc56,yes,0
worker_33,57728326edc2cb3880f9fea7,yes,1,57728172edc2cb3880f46a8d,yes,-1,577280fcedc2cb3880f30f41,yes,2,57728735edc2cb388006b346,no,2,577275a4edc2cb3880cecc56,yes,1
worker_75,57728326edc2cb3880f9fea7,yes,3,57728172edc2cb3880f46a8d,yes,-1,577280fcedc2cb3880f30f41,yes,2,57728735edc2cb388006b346,no,1,577275a4edc2cb3880cecc56,yes,2
worker_3,57728326edc2cb3880f9fea7,yes,1,57728172edc2cb3880f46a8d,yes,0,577280fcedc2cb3880f30f41,yes,0,57728735edc2cb388006b346,no,0,577275a4edc2cb3880cecc56,yes,0
worker_69,57728326edc2cb3880f9fea7,yes,0,57728172edc2cb3880f46a8d,yes,0,577280fcedc2cb3880f30f41,yes,-1,57728735edc2cb388006b346,no,-1,577275a4edc2cb3880cecc56,yes,-1
worker_33,5772765bedc2cb3880d146a4,yes,2,577283ddedc2cb3880fbf766,no,1,57728438edc2cb3880fd2e63,yes,1,57728253edc2cb3880f76065,yes,2,5772816eedc2cb3880f46457,yes,2
worker_30,5772765bedc2cb3880d146a4,yes,0,577283ddedc2cb3880fbf766,no,2,57728438edc2cb3880fd2e63,no,2,57728253edc2cb3880f76065,yes,2,5772816eedc2cb3880f46457,yes,-1
worker_34,5772765bedc2cb3880d146a4,yes,0,577283ddedc2cb3880fbf766,no,0,57728438edc2cb3880fd2e63,yes,0,57728253edc2cb3880f76065,yes,0,5772816eedc2cb3880f46457,yes,0
worker_76,5772765bedc2cb3880d146a4,yes,2,577283ddedc2cb3880fbf766,no,0,57728438edc2cb3880fd2e63,no,0,57728253edc2cb3880f76065,yes,1,5772816eedc2cb3880f46457,yes,3
worker_43,5772765bedc2cb3880d146a4,yes,1,577283ddedc2cb3880fbf766,no,0,57728438edc2cb3880fd2e63,no,0,57728253edc2cb3880f76065,yes,-1,5772816eedc2cb3880f46457,yes,-2
worker_63,5772765bedc2cb3880d146a4,yes,3,577283ddedc2cb3880fbf766,no,0,57728438edc2cb3880fd2e63,no,1,57728253edc2cb3880f76065,yes,3,5772816eedc2cb3880f46457,yes,3
