UTENTE,OPERA,RATING
worker_16,57726e8dedc2cb3880b76528,-3
worker_16,5772850cedc2cb3880ffc52b,3
worker_16,57727334edc2cb3880c7ea9a,3
worker_17,57728095edc2cb3880f1c3f4,1
worker_17,57726f0fedc2cb3880b94ae6,3
worker_17,57726e8dedc2cb3880b76528,2
worker_17,5772850cedc2cb3880ffc52b,3
worker_17,57727334edc2cb3880c7ea9a,3
worker_18,57728095edc2cb3880f1c3f4,2
worker_18,57726f0fedc2cb3880b94ae6,1
worker_18,57726e8dedc2cb3880b76528,1
worker_18,5772850cedc2cb3880ffc52b,1
worker_18,57727334edc2cb3880c7ea9a,1
worker_8,57728095edc2cb3880f1c3f4,1
worker_8,57726f0fedc2cb3880b94ae6,1
worker_8,57726e8dedc2cb3880b76528,1
worker_8,5772850cedc2cb3880ffc52b,1
worker_8,57727334edc2cb3880c7ea9a,1
worker_19,57728095edc2cb3880f1c3f4,0
worker_19,57726f0fedc2cb3880b94ae6,2
worker_19,57726e8dedc2cb3880b76528,1
worker_19,5772850cedc2cb3880ffc52b,2
worker_19,57727334edc2cb3880c7ea9a,2
worker_20,57728095edc2cb3880f1c3f4,1
worker_20,57726f0fedc2cb3880b94ae6,1
worker_20,57726e8dedc2cb3880b76528,2
worker_20,5772850cedc2cb3880ffc52b,2
worker_20,57727334edc2cb3880c7ea9a,3
worker_21,57728095edc2cb3880f1c3f4,1
worker_21,57726f0fedc2cb3880b94ae6,1
worker_21,57726e8dedc2cb3880b76528,1
worker_21,5772850cedc2cb3880ffc52b,1
worker_21,57727334edc2cb3880c7ea9a,1
worker_6,577286feedc2cb388006099a,-1
worker_6,577286a2edc2cb388004d78d,-1
worker_6,57727402edc2cb3880ca64d4,1
worker_6,5772779bedc2cb3880d4fe0f,1
worker_6,57727c4bedc2cb3880e413d5,1
worker_22,577286feedc2cb388006099a,-3
worker_22,577286a2edc2cb388004d78d,0
worker_22,57727402edc2cb3880ca64d4,-1
worker_22,5772779bedc2cb3880d4fe0f,1
worker_22,57727c4bedc2cb3880e413d5,-3
worker_23,577286feedc2cb388006099a,0
worker_23,577286a2edc2cb388004d78d,0
worker_23,57727402edc2cb3880ca64d4,-3
worker_23,5772779bedc2cb3880d4fe0f,2
worker_23,57727c4bedc2cb3880e413d5,0
worker_24,577286feedc2cb388006099a,-2
worker_24,577286a2edc2cb388004d78d,-2
worker_24,57727402edc2cb3880ca64d4,1
worker_24,5772779bedc2cb3880d4fe0f,3
worker_24,57727c4bedc2cb3880e413d5,-1
worker_25,577286feedc2cb388006099a,0
worker_25,577286a2edc2cb388004d78d,0
worker_25,57727402edc2cb3880ca64d4,0
worker_25,5772779bedc2cb3880d4fe0f,0
worker_25,57727c4bedc2cb3880e413d5,0
worker_26,577286feedc2cb388006099a,-2
worker_26,577286a2edc2cb388004d78d,0
worker_26,57727402edc2cb3880ca64d4,-1
worker_26,5772779bedc2cb3880d4fe0f,2
worker_26,57727c4bedc2cb3880e413d5,-2
worker_11,577286feedc2cb388006099a,-1
worker_11,577286a2edc2cb388004d78d,2
worker_11,57727402edc2cb3880ca64d4,1
worker_11,5772779bedc2cb3880d4fe0f,3
worker_11,57727c4bedc2cb3880e413d5,-2
worker_20,577286feedc2cb388006099a,-2
worker_20,577286a2edc2cb388004d78d,0
worker_20,57727402edc2cb3880ca64d4,1
worker_20,5772779bedc2cb3880d4fe0f,1
worker_20,57727c4bedc2cb3880e413d5,-2
worker_27,577286feedc2cb388006099a,0
worker_27,577286a2edc2cb388004d78d,0
worker_27,57727402edc2cb3880ca64d4,0
worker_27,5772779bedc2cb3880d4fe0f,1
worker_27,57727c4bedc2cb3880e413d5,0
worker_28,577286feedc2cb388006099a,0
worker_28,577286a2edc2cb388004d78d,1
worker_28,57727402edc2cb3880ca64d4,3
worker_28,5772779bedc2cb3880d4fe0f,1
worker_28,57727c4bedc2cb3880e413d5,1
worker_19,577286feedc2cb388006099a,-1
worker_19,577286a2edc2cb388004d78d,0
worker_19,57727402edc2cb3880ca64d4,-2
worker_19,5772779bedc2cb3880d4fe0f,2
worker_19,57727c4bedc2cb3880e413d5,-1
worker_29,577286feedc2cb388006099a,0
worker_29,577286a2edc2cb388004d78d,2
worker_29,57727402edc2cb3880ca64d4,1
worker_29,5772779bedc2cb3880d4fe0f,2
worker_29,57727c4bedc2cb3880e413d5,2
worker_9,57728014edc2cb3880effe53,0
worker_9,57726ff3edc2cb3880bc574a,0
worker_9,57728984edc2cb38800de824,0
worker_9,57728984edc2cb38800de804,1
worker_9,577280c3edc2cb3880f26359,-3
worker_4,57728014edc2cb3880effe53,2
worker_4,57726ff3edc2cb3880bc574a,2
worker_4,57728984edc2cb38800de824,3
worker_4,57728984edc2cb38800de804,3
worker_4,577280c3edc2cb3880f26359,-2
worker_30,57728014edc2cb3880effe53,2
worker_30,57726ff3edc2cb3880bc574a,3
worker_30,57728984edc2cb38800de824,2
worker_30,57728984edc2cb38800de804,3
worker_30,577280c3edc2cb3880f26359,2
worker_8,57728014edc2cb3880effe53,1
worker_8,57726ff3edc2cb3880bc574a,1
worker_8,57728984edc2cb38800de824,2
worker_8,57728984edc2cb38800de804,3
worker_8,577280c3edc2cb3880f26359,1
worker_31,57728014edc2cb3880effe53,-2
worker_31,57726ff3edc2cb3880bc574a,1
worker_31,57728984edc2cb38800de824,2
worker_31,57728984edc2cb38800de804,3
worker_31,577280c3edc2cb3880f26359,-3
worker_10,57728014edc2cb3880effe53,2
worker_10,57726ff3edc2cb3880bc574a,0
worker_10,57728984edc2cb38800de824,1
worker_10,57728984edc2cb38800de804,1
worker_10,577280c3edc2cb3880f26359,2
worker_32,57728014edc2cb3880effe53,1
worker_32,57726ff3edc2cb3880bc574a,1
worker_32,57728984edc2cb38800de824,1
worker_32,57728984edc2cb38800de804,1
worker_32,577280c3edc2cb3880f26359,1
worker_33,57728014edc2cb3880effe53,-1
worker_33,57726ff3edc2cb3880bc574a,3
worker_33,57728984edc2cb38800de824,3
worker_33,57728984edc2cb38800de804,3
worker_33,577280c3edc2cb3880f26359,-3
worker_34,57728014edc2cb3880effe53,0
worker_34,57726ff3edc2cb3880bc574a,0
worker_34,57728984edc2cb38800de824,2
worker_34,57728984edc2cb38800de804,2
worker_34,577280c3edc2cb3880f26359,0
worker_35,57728014edc2cb3880effe53,0
worker_35,57726ff3edc2cb3880bc574a,0
worker_35,57728984edc2cb38800de824,0
worker_35,57728984edc2cb38800de804,0
worker_35,577280c3edc2cb3880f26359,2
worker_3,57728014edc2cb3880effe53,0
worker_3,57726ff3edc2cb3880bc574a,0
worker_3,57728984edc2cb38800de824,0
worker_3,57728984edc2cb38800de804,0
worker_3,577280c3edc2cb3880f26359,0
worker_36,577289e6edc2cb38800f31ff,0
worker_36,57727d9eedc2cb3880e85dd9,0
worker_36,5772893eedc2cb38800d23bb,-1
worker_36,57728649edc2cb388003a757,-1
worker_36,57727ca6edc2cb3880e54242,1
worker_24,577289e6edc2cb38800f31ff,2
worker_24,57727d9eedc2cb3880e85dd9,0
worker_24,5772893eedc2cb38800d23bb,3
worker_24,57728649edc2cb388003a757,3
worker_24,57727ca6edc2cb3880e54242,3
worker_37,577289e6edc2cb38800f31ff,3
worker_37,57727d9eedc2cb3880e85dd9,3
worker_37,5772893eedc2cb38800d23bb,3
worker_37,57728649edc2cb388003a757,3
worker_37,57727ca6edc2cb3880e54242,2
worker_38,577289e6edc2cb38800f31ff,2
worker_38,57727d9eedc2cb3880e85dd9,2
worker_38,5772893eedc2cb38800d23bb,3
worker_38,57728649edc2cb388003a757,2
worker_38,57727ca6edc2cb3880e54242,2
worker_15,577289e6edc2cb38800f31ff,3
worker_15,57727d9eedc2cb3880e85dd9,3
worker_15,5772893eedc2cb38800d23bb,3
worker_15,57728649edc2cb388003a757,3
worker_15,57727ca6edc2cb3880e54242,3
worker_39,577289e6edc2cb38800f31ff,-1
worker_39,57727d9eedc2cb3880e85dd9,-2
worker_39,5772893eedc2cb38800d23bb,1
worker_39,57728649edc2cb388003a757,1
worker_39,57727ca6edc2cb3880e54242,2
worker_40,577289e6edc2cb38800f31ff,-1
worker_40,57727d9eedc2cb3880e85dd9,-1
worker_40,5772893eedc2cb38800d23bb,-2
worker_40,57728649edc2cb388003a757,-1
worker_40,57727ca6edc2cb3880e54242,1
worker_41,577289e6edc2cb38800f31ff,2
worker_41,57727d9eedc2cb3880e85dd9,1
worker_41,5772893eedc2cb38800d23bb,3
worker_41,57728649edc2cb388003a757,3
worker_41,57727ca6edc2cb3880e54242,2
worker_42,577289e6edc2cb38800f31ff,0
worker_42,57727d9eedc2cb3880e85dd9,0
worker_42,5772893eedc2cb38800d23bb,2
worker_42,57728649edc2cb388003a757,0
worker_42,57727ca6edc2cb3880e54242,2
worker_20,577289e6edc2cb38800f31ff,3
worker_20,57727d9eedc2cb3880e85dd9,2
worker_20,5772893eedc2cb38800d23bb,2
worker_20,57728649edc2cb388003a757,2
worker_20,57727ca6edc2cb3880e54242,3
worker_43,5772836fedc2cb3880faa6ee,0
worker_43,57727c96edc2cb3880e4d36c,1
worker_43,577286ceedc2cb3880056f1b,1
worker_43,5772846eedc2cb3880fdd965,-1
worker_43,57727ca6edc2cb3880e542b2,1
worker_44,5772836fedc2cb3880faa6ee,0
worker_44,57727c96edc2cb3880e4d36c,1
worker_44,577286ceedc2cb3880056f1b,3
worker_44,5772846eedc2cb3880fdd965,-1
worker_44,57727ca6edc2cb3880e542b2,-1
worker_45,5772836fedc2cb3880faa6ee,1
worker_45,57727c96edc2cb3880e4d36c,-3
worker_45,577286ceedc2cb3880056f1b,3
worker_45,5772846eedc2cb3880fdd965,-3
worker_45,57727ca6edc2cb3880e542b2,0
worker_3,5772836fedc2cb3880faa6ee,0
worker_3,57727c96edc2cb3880e4d36c,0
worker_3,577286ceedc2cb3880056f1b,0
worker_3,5772846eedc2cb3880fdd965,0
worker_3,57727ca6edc2cb3880e542b2,0
worker_4,5772836fedc2cb3880faa6ee,-2
worker_4,57727c96edc2cb3880e4d36c,3
worker_4,577286ceedc2cb3880056f1b,3
worker_4,5772846eedc2cb3880fdd965,-2
worker_4,57727ca6edc2cb3880e542b2,3
worker_46,5772836fedc2cb3880faa6ee,0
worker_46,57727c96edc2cb3880e4d36c,0
worker_46,577286ceedc2cb3880056f1b,1
worker_46,5772846eedc2cb3880fdd965,0
worker_46,57727ca6edc2cb3880e542b2,0
worker_9,5772836fedc2cb3880faa6ee,0
worker_9,57727c96edc2cb3880e4d36c,-3
worker_9,577286ceedc2cb3880056f1b,3
worker_9,5772846eedc2cb3880fdd965,0
worker_9,57727ca6edc2cb3880e542b2,-3
worker_47,5772836fedc2cb3880faa6ee,1
worker_47,57727c96edc2cb3880e4d36c,-2
worker_47,577286ceedc2cb3880056f1b,2
worker_47,5772846eedc2cb3880fdd965,0
worker_47,57727ca6edc2cb3880e542b2,-1
worker_48,5772836fedc2cb3880faa6ee,1
worker_48,57727c96edc2cb3880e4d36c,-1
worker_48,577286ceedc2cb3880056f1b,1
worker_48,5772846eedc2cb3880fdd965,3
worker_48,57727ca6edc2cb3880e542b2,0
worker_49,5772836fedc2cb3880faa6ee,1
worker_49,57727c96edc2cb3880e4d36c,2
worker_49,577286ceedc2cb3880056f1b,2
worker_49,5772846eedc2cb3880fdd965,-2
worker_49,57727ca6edc2cb3880e542b2,1
worker_24,5772844fedc2cb3880fd5167,0
worker_24,577284a4edc2cb3880fe7d45,0
worker_24,5772831eedc2cb3880f9f237,1
worker_24,57727f6bedc2cb3880ee006b,2
worker_24,57728ad0edc2cb3880124c3d,1
worker_50,5772844fedc2cb3880fd5167,0
worker_50,577284a4edc2cb3880fe7d45,0
worker_50,5772831eedc2cb3880f9f237,0
worker_50,57727f6bedc2cb3880ee006b,1
worker_50,57728ad0edc2cb3880124c3d,0
worker_37,5772844fedc2cb3880fd5167,1
worker_37,577284a4edc2cb3880fe7d45,-1
worker_37,5772831eedc2cb3880f9f237,2
worker_37,57727f6bedc2cb3880ee006b,0
worker_37,57728ad0edc2cb3880124c3d,1
worker_51,5772844fedc2cb3880fd5167,-1
worker_51,577284a4edc2cb3880fe7d45,3
worker_51,5772831eedc2cb3880f9f237,-1
worker_51,57727f6bedc2cb3880ee006b,3
worker_51,57728ad0edc2cb3880124c3d,2
worker_52,5772844fedc2cb3880fd5167,3
worker_52,577284a4edc2cb3880fe7d45,0
worker_52,5772831eedc2cb3880f9f237,2
worker_52,57727f6bedc2cb3880ee006b,2
worker_52,57728ad0edc2cb3880124c3d,-3
worker_53,5772844fedc2cb3880fd5167,1
worker_53,577284a4edc2cb3880fe7d45,1
worker_53,5772831eedc2cb3880f9f237,1
worker_53,57727f6bedc2cb3880ee006b,2
worker_53,57728ad0edc2cb3880124c3d,3
worker_31,5772844fedc2cb3880fd5167,2
worker_31,577284a4edc2cb3880fe7d45,2
worker_31,5772831eedc2cb3880f9f237,0
worker_31,57727f6bedc2cb3880ee006b,2
worker_31,57728ad0edc2cb3880124c3d,1
worker_54,5772844fedc2cb3880fd5167,2
worker_54,577284a4edc2cb3880fe7d45,2
worker_54,5772831eedc2cb3880f9f237,2
worker_54,57727f6bedc2cb3880ee006b,3
worker_54,57728ad0edc2cb3880124c3d,3
worker_55,5772844fedc2cb3880fd5167,0
worker_55,577284a4edc2cb3880fe7d45,0
worker_55,5772831eedc2cb3880f9f237,0
worker_55,57727f6bedc2cb3880ee006b,3
worker_55,57728ad0edc2cb3880124c3d,3
worker_19,5772844fedc2cb3880fd5167,1
worker_19,577284a4edc2cb3880fe7d45,1
worker_19,5772831eedc2cb3880f9f237,1
worker_19,57727f6bedc2cb3880ee006b,1
worker_19,57728ad0edc2cb3880124c3d,3
worker_36,57728173edc2cb3880f46c0f,0
worker_36,57726e55edc2cb3880b6afc2,-1
worker_36,5772765eedc2cb3880d14a21,-1
worker_36,57727d14edc2cb3880e6931e,0
worker_36,5772850cedc2cb3880ffc55b,0
worker_5,57728173edc2cb3880f46c0f,-1
worker_5,57726e55edc2cb3880b6afc2,2
worker_5,5772765eedc2cb3880d14a21,1
worker_5,57727d14edc2cb3880e6931e,3
worker_5,5772850cedc2cb3880ffc55b,2
worker_56,57728173edc2cb3880f46c0f,-1
worker_56,57726e55edc2cb3880b6afc2,3
worker_56,5772765eedc2cb3880d14a21,2
worker_56,57727d14edc2cb3880e6931e,2
worker_56,5772850cedc2cb3880ffc55b,3
worker_15,57728173edc2cb3880f46c0f,3
worker_15,57726e55edc2cb3880b6afc2,3
worker_15,5772765eedc2cb3880d14a21,3
worker_15,57727d14edc2cb3880e6931e,3
worker_15,5772850cedc2cb3880ffc55b,3
worker_39,57728173edc2cb3880f46c0f,-3
worker_39,57726e55edc2cb3880b6afc2,2
worker_39,5772765eedc2cb3880d14a21,2
worker_39,57727d14edc2cb3880e6931e,1
worker_39,5772850cedc2cb3880ffc55b,1
worker_57,57728173edc2cb3880f46c0f,2
worker_57,57726e55edc2cb3880b6afc2,3
worker_57,5772765eedc2cb3880d14a21,2
worker_57,57727d14edc2cb3880e6931e,2
worker_57,5772850cedc2cb3880ffc55b,3
worker_58,57728173edc2cb3880f46c0f,2
worker_58,57726e55edc2cb3880b6afc2,0
worker_58,5772765eedc2cb3880d14a21,0
worker_58,57727d14edc2cb3880e6931e,0
worker_58,5772850cedc2cb3880ffc55b,0
worker_59,57728173edc2cb3880f46c0f,2
worker_59,57726e55edc2cb3880b6afc2,3
worker_59,5772765eedc2cb3880d14a21,3
worker_59,57727d14edc2cb3880e6931e,2
worker_59,5772850cedc2cb3880ffc55b,2
worker_7,57728173edc2cb3880f46c0f,-3
worker_7,57726e55edc2cb3880b6afc2,3
worker_7,5772765eedc2cb3880d14a21,3
worker_7,57727d14edc2cb3880e6931e,3
worker_7,5772850cedc2cb3880ffc55b,3
worker_60,57728173edc2cb3880f46c0f,0
worker_60,57726e55edc2cb3880b6afc2,0
worker_60,5772765eedc2cb3880d14a21,2
worker_60,57727d14edc2cb3880e6931e,1
worker_60,5772850cedc2cb3880ffc55b,1
worker_18,577284a5edc2cb3880fe7f05,1
worker_18,57727e57edc2cb3880ea753a,0
worker_18,57727e12edc2cb3880e9b21b,0
worker_18,57728047edc2cb3880f0a2e2,0
worker_18,57a2eedaedc2c92150bf041e,1
worker_52,577284a5edc2cb3880fe7f05,-1
worker_52,57727e57edc2cb3880ea753a,-1
worker_52,57727e12edc2cb3880e9b21b,1
worker_52,57728047edc2cb3880f0a2e2,1
worker_52,57a2eedaedc2c92150bf041e,-1
worker_7,577284a5edc2cb3880fe7f05,-3
worker_7,57727e57edc2cb3880ea753a,3
worker_7,57727e12edc2cb3880e9b21b,1
worker_7,57728047edc2cb3880f0a2e2,-3
worker_7,57a2eedaedc2c92150bf041e,3
worker_56,577284a5edc2cb3880fe7f05,-3
worker_56,57727e57edc2cb3880ea753a,2
worker_56,57727e12edc2cb3880e9b21b,1
worker_56,57728047edc2cb3880f0a2e2,1
worker_56,57a2eedaedc2c92150bf041e,3
worker_57,577284a5edc2cb3880fe7f05,2
worker_57,57727e57edc2cb3880ea753a,2
worker_57,57727e12edc2cb3880e9b21b,3
worker_57,57728047edc2cb3880f0a2e2,2
worker_57,57a2eedaedc2c92150bf041e,3
worker_61,577284a5edc2cb3880fe7f05,1
worker_61,57727e57edc2cb3880ea753a,3
worker_61,57727e12edc2cb3880e9b21b,2
worker_61,57728047edc2cb3880f0a2e2,0
worker_61,57a2eedaedc2c92150bf041e,2
worker_62,577284a5edc2cb3880fe7f05,-1
worker_62,57727e57edc2cb3880ea753a,2
worker_62,57727e12edc2cb3880e9b21b,1
worker_62,57728047edc2cb3880f0a2e2,-1
worker_62,57a2eedaedc2c92150bf041e,3
worker_37,577284a5edc2cb3880fe7f05,-2
worker_37,57727e57edc2cb3880ea753a,2
worker_37,57727e12edc2cb3880e9b21b,3
worker_37,57728047edc2cb3880f0a2e2,2
worker_37,57a2eedaedc2c92150bf041e,1
worker_63,577284a5edc2cb3880fe7f05,3
worker_63,57727e57edc2cb3880ea753a,3
worker_63,57727e12edc2cb3880e9b21b,-2
worker_63,57728047edc2cb3880f0a2e2,1
worker_63,57a2eedaedc2c92150bf041e,3
worker_10,577284a5edc2cb3880fe7f05,0
worker_10,57727e57edc2cb3880ea753a,0
worker_10,57727e12edc2cb3880e9b21b,3
worker_10,57728047edc2cb3880f0a2e2,2
worker_10,57a2eedaedc2c92150bf041e,1
worker_64,5772869fedc2cb388004d2b7,2
worker_64,577287b1edc2cb388007ffed,2
worker_64,57727ab7edc2cb3880df987a,3
worker_64,5772758fedc2cb3880cead4e,3
worker_64,5772766eedc2cb3880d15f32,3
worker_65,5772869fedc2cb388004d2b7,0
worker_65,577287b1edc2cb388007ffed,0
worker_65,57727ab7edc2cb3880df987a,0
worker_65,5772758fedc2cb3880cead4e,2
worker_65,5772766eedc2cb3880d15f32,2
worker_66,5772869fedc2cb388004d2b7,0
worker_66,577287b1edc2cb388007ffed,2
worker_66,57727ab7edc2cb3880df987a,1
worker_66,5772758fedc2cb3880cead4e,2
worker_66,5772766eedc2cb3880d15f32,-1
worker_67,5772869fedc2cb388004d2b7,3
worker_67,577287b1edc2cb388007ffed,3
worker_67,57727ab7edc2cb3880df987a,3
worker_67,5772758fedc2cb3880cead4e,3
worker_67,5772766eedc2cb3880d15f32,3
worker_68,5772869fedc2cb388004d2b7,1
worker_68,577287b1edc2cb388007ffed,-2
worker_68,57727ab7edc2cb3880df987a,1
worker_68,5772758fedc2cb3880cead4e,1
worker_68,5772766eedc2cb3880d15f32,2
worker_39,5772869fedc2cb388004d2b7,1
worker_39,577287b1edc2cb388007ffed,2
worker_39,57727ab7edc2cb3880df987a,2
worker_39,5772758fedc2cb3880cead4e,2
worker_39,5772766eedc2cb3880d15f32,2
worker_69,5772869fedc2cb388004d2b7,-2
worker_69,577287b1edc2cb388007ffed,-1
worker_69,57727ab7edc2cb3880df987a,0
worker_69,5772758fedc2cb3880cead4e,0
worker_69,5772766eedc2cb3880d15f32,2
worker_70,5772869fedc2cb388004d2b7,-2
worker_70,577287b1edc2cb388007ffed,2
worker_70,57727ab7edc2cb3880df987a,1
worker_70,5772758fedc2cb3880cead4e,0
worker_70,5772766eedc2cb3880d15f32,0
worker_71,5772869fedc2cb388004d2b7,1
worker_71,577287b1edc2cb388007ffed,0
worker_71,57727ab7edc2cb3880df987a,1
worker_71,5772758fedc2cb3880cead4e,2
worker_71,5772766eedc2cb3880d15f32,1
worker_20,5772869fedc2cb388004d2b7,1
worker_20,577287b1edc2cb388007ffed,-1
worker_20,57727ab7edc2cb3880df987a,2
worker_20,5772758fedc2cb3880cead4e,3
worker_20,5772766eedc2cb3880d15f32,3
worker_20,57728326edc2cb3880f9fea7,2
worker_20,57728172edc2cb3880f46a8d,-1
worker_20,577280fcedc2cb3880f30f41,1
worker_20,57728735edc2cb388006b346,-2
worker_20,577275a4edc2cb3880cecc56,2
worker_6,57728326edc2cb3880f9fea7,2
worker_6,57728172edc2cb3880f46a8d,-1
worker_6,577280fcedc2cb3880f30f41,-2
worker_6,57728735edc2cb388006b346,-1
worker_6,577275a4edc2cb3880cecc56,1
worker_72,57728326edc2cb3880f9fea7,2
worker_72,57728172edc2cb3880f46a8d,2
worker_72,577280fcedc2cb3880f30f41,2
worker_72,57728735edc2cb388006b346,2
worker_72,577275a4edc2cb3880cecc56,2
worker_73,57728326edc2cb3880f9fea7,0
worker_73,57728172edc2cb3880f46a8d,2
worker_73,577280fcedc2cb3880f30f41,0
worker_73,57728735edc2cb388006b346,-2
worker_73,577275a4edc2cb3880cecc56,-1
worker_7,57728326edc2cb3880f9fea7,3
worker_7,57728172edc2cb3880f46a8d,-3
worker_7,577280fcedc2cb3880f30f41,0
worker_7,57728735edc2cb388006b346,3
worker_7,577275a4edc2cb3880cecc56,3
worker_9,57728326edc2cb3880f9fea7,0
worker_9,57728172edc2cb3880f46a8d,-3
worker_9,577280fcedc2cb3880f30f41,-3
worker_9,57728735edc2cb388006b346,-3
worker_9,577275a4edc2cb3880cecc56,-3
worker_74,57728326edc2cb3880f9fea7,2
worker_74,57728172edc2cb3880f46a8d,-2
worker_74,577280fcedc2cb3880f30f41,-2
worker_74,57728735edc2cb388006b346,-2
worker_74,577275a4edc2cb3880cecc56,0
worker_38,57728326edc2cb3880f9fea7,3
worker_38,57728172edc2cb3880f46a8d,0
worker_38,577280fcedc2cb3880f30f41,0
worker_38,57728735edc2cb388006b346,0
worker_38,577275a4edc2cb3880cecc56,0
worker_33,57728326edc2cb3880f9fea7,1
worker_33,57728172edc2cb3880f46a8d,-1
worker_33,577280fcedc2cb3880f30f41,2
worker_33,57728735edc2cb388006b346,2
worker_33,577275a4edc2cb3880cecc56,1
worker_75,57728326edc2cb3880f9fea7,3
worker_75,57728172edc2cb3880f46a8d,-1
worker_75,577280fcedc2cb3880f30f41,2
worker_75,57728735edc2cb388006b346,1
worker_75,577275a4edc2cb3880cecc56,2
worker_3,57728326edc2cb3880f9fea7,1
worker_3,57728172edc2cb3880f46a8d,0
worker_3,577280fcedc2cb3880f30f41,0
worker_3,57728735edc2cb388006b346,0
worker_3,577275a4edc2cb3880cecc56,0
worker_69,57728326edc2cb3880f9fea7,0
worker_69,57728172edc2cb3880f46a8d,0
worker_69,577280fcedc2cb3880f30f41,-1
worker_69,57728735edc2cb388006b346,-1
worker_69,577275a4edc2cb3880cecc56,-1
worker_33,5772765bedc2cb3880d146a4,2
worker_33,577283ddedc2cb3880fbf766,1
worker_33,57728438edc2cb3880fd2e63,1
worker_33,57728253edc2cb3880f76065,2
worker_33,5772816eedc2cb3880f46457,2
worker_30,5772765bedc2cb3880d146a4,0
worker_30,577283ddedc2cb3880fbf766,2
worker_30,57728438edc2cb3880fd2e63,2
worker_30,57728253edc2cb3880f76065,2
worker_30,5772816eedc2cb3880f46457,-1
worker_34,5772765bedc2cb3880d146a4,0
worker_34,577283ddedc2cb3880fbf766,0
worker_34,57728438edc2cb3880fd2e63,0
worker_34,57728253edc2cb3880f76065,0
worker_34,5772816eedc2cb3880f46457,0
worker_76,5772765bedc2cb3880d146a4,2
worker_76,577283ddedc2cb3880fbf766,0
