UTENTE,OPERA,IS_PAINTING,RATING
worker_14,57726f0fedc2cb3880b94ae6,yes,1
worker_14,57726e8dedc2cb3880b76528,yes,1
worker_14,5772850cedc2cb3880ffc52b,yes,2
worker_14,57727334edc2cb3880c7ea9a,yes,3
worker_15,57728095edc2cb3880f1c3f4,yes,3
worker_15,57726f0fedc2cb3880b94ae6,yes,3
worker_15,57726e8dedc2cb3880b76528,yes,2
worker_15,5772850cedc2cb3880ffc52b,yes,3
worker_15,57727334edc2cb3880c7ea9a,yes,3
worker_16,57728095edc2cb3880f1c3f4,yes,3
worker_16,57726f0fedc2cb3880b94ae6,yes,3
worker_16,57726e8dedc2cb3880b76528,yes,-3
worker_16,5772850cedc2cb3880ffc52b,yes,3
worker_16,57727334edc2cb3880c7ea9a,yes,3
worker_17,57728095edc2cb3880f1c3f4,yes,1
worker_17,57726f0fedc2cb3880b94ae6,yes,3
worker_17,57726e8dedc2cb3880b76528,yes,2
worker_17,5772850cedc2cb3880ffc52b,yes,3
worker_17,57727334edc2cb3880c7ea9a,yes,3
worker_18,57728095edc2cb3880f1c3f4,yes,2
worker_18,57726f0fedc2cb3880b94ae6,yes,1
worker_18,57726e8dedc2cb3880b76528,yes,1
worker_18,5772850cedc2cb3880ffc52b,yes,1
worker_18,57727334edc2cb3880c7ea9a,yes,1
worker_8,57728095edc2cb3880f1c3f4,yes,1
worker_8,57726f0fedc2cb3880b94ae6,yes,1
worker_8,57726e8dedc2cb3880b76528,yes,1
worker_8,5772850cedc2cb3880ffc52b,yes,1
worker_8,57727334edc2cb3880c7ea9a,yes,1
worker_19,57728095edc2cb3880f1c3f4,yes,0
worker_19,57726f0fedc2cb3880b94ae6,yes,2
worker_19,57726e8dedc2cb3880b76528,yes,1
worker_19,5772850cedc2cb3880ffc52b,yes,2
worker_19,57727334edc2cb3880c7ea9a,yes,2
worker_20,57728095edc2cb3880f1c3f4,yes,1
worker_20,57726f0fedc2cb3880b94ae6,yes,1
worker_20,57726e8dedc2cb3880b76528,yes,2
worker_20,5772850cedc2cb3880ffc52b,yes,2
worker_20,57727334edc2cb3880c7ea9a,yes,3
worker_21,57728095edc2cb3880f1c3f4,yes,1
worker_21,57726f0fedc2cb3880b94ae6,yes,1
worker_21,57726e8dedc2cb3880b76528,yes,1
worker_21,5772850cedc2cb3880ffc52b,yes,1
worker_21,57727334edc2cb3880c7ea9a,yes,1
worker_6,577286feedc2cb388006099a,yes,-1
worker_6,57727402edc2cb3880ca64d4,yes,1
worker_6,5772779bedc2cb3880d4fe0f,yes,1
worker_22,577286feedc2cb388006099a,yes,-3
worker_22,57727402edc2cb3880ca64d4,yes,-1
worker_23,577286feedc2cb388006099a,yes,0
worker_23,57727402edc2cb3880ca64d4,yes,-3
worker_24,577286feedc2cb388006099a,yes,-2
worker_24,57727402edc2cb3880ca64d4,yes,1
worker_25,577286feedc2cb388006099a,yes,0
worker_25,57727402edc2cb3880ca64d4,yes,0
worker_26,577286feedc2cb388006099a,yes,-2
worker_26,57727402edc2cb3880ca64d4,yes,-1
worker_26,5772779bedc2cb3880d4fe0f,yes,2
worker_11,577286feedc2cb388006099a,yes,-1
worker_11,57727402edc2cb3880ca64d4,yes,1
worker_20,577286feedc2cb388006099a,yes,-2
worker_20,57727402edc2cb3880ca64d4,yes,1
worker_27,577286feedc2cb388006099a,yes,0
worker_27,57727402edc2cb3880ca64d4,yes,0
worker_28,577286feedc2cb388006099a,yes,0
worker_28,57727402edc2cb3880ca64d4,yes,3
worker_19,577286feedc2cb388006099a,yes,-1
worker_19,57727402edc2cb3880ca64d4,yes,-2
worker_29,577286feedc2cb388006099a,yes,0
worker_29,57727402edc2cb3880ca64d4,yes,1
worker_9,57728014edc2cb3880effe53,yes,0
worker_9,57726ff3edc2cb3880bc574a,yes,0
worker_9,57728984edc2cb38800de824,yes,0
worker_9,57728984edc2cb38800de804,yes,1
worker_9,577280c3edc2cb3880f26359,yes,-3
worker_4,57728014edc2cb3880effe53,yes,2
worker_4,57726ff3edc2cb3880bc574a,yes,2
worker_4,57728984edc2cb38800de824,yes,3
worker_4,57728984edc2cb38800de804,yes,3
worker_4,577280c3edc2cb3880f26359,yes,-2
worker_30,57728014edc2cb3880effe53,yes,2
worker_30,57726ff3edc2cb3880bc574a,yes,3
worker_30,57728984edc2cb38800de824,yes,2
worker_30,57728984edc2cb38800de804,yes,3
worker_30,577280c3edc2cb3880f26359,yes,2
worker_8,57728014edc2cb3880effe53,yes,1
worker_8,57726ff3edc2cb3880bc574a,yes,1
worker_8,57728984edc2cb38800de824,yes,2
worker_8,57728984edc2cb38800de804,yes,3
worker_8,577280c3edc2cb3880f26359,yes,1
worker_31,57728014edc2cb3880effe53,yes,-2
worker_31,57726ff3edc2cb3880bc574a,yes,1
worker_31,57728984edc2cb38800de824,yes,2
worker_31,57728984edc2cb38800de804,yes,3
worker_31,577280c3edc2cb3880f26359,yes,-3
worker_10,57728014edc2cb3880effe53,yes,2
worker_10,57726ff3edc2cb3880bc574a,yes,0
worker_10,57728984edc2cb38800de824,yes,1
worker_10,57728984edc2cb38800de804,yes,1
worker_10,577280c3edc2cb3880f26359,yes,2
worker_32,57728014edc2cb3880effe53,yes,1
worker_32,57726ff3edc2cb3880bc574a,yes,1
worker_32,57728984edc2cb38800de824,yes,1
worker_32,57728984edc2cb38800de804,yes,1
worker_32,577280c3edc2cb3880f26359,yes,1
worker_33,57728014edc2cb3880effe53,yes,-1
worker_33,57726ff3edc2cb3880bc574a,yes,3
worker_33,57728984edc2cb38800de824,yes,3
worker_33,57728984edc2cb38800de804,yes,3
worker_33,577280c3edc2cb3880f26359,yes,-3
worker_34,57728014edc2cb3880effe53,yes,0
worker_34,57726ff3edc2cb3880bc574a,yes,0
worker_34,57728984edc2cb38800de824,yes,2
worker_34,57728984edc2cb38800de804,yes,2
worker_34,577280c3edc2cb3880f26359,yes,0
worker_35,57728014edc2cb3880effe53,yes,0
worker_35,57726ff3edc2cb3880bc574a,yes,0
worker_35,57728984edc2cb38800de824,yes,0
worker_35,57728984edc2cb38800de804,yes,0
worker_35,577280c3edc2cb3880f26359,yes,2
worker_3,57728014edc2cb3880effe53,yes,0
worker_3,57726ff3edc2cb3880bc574a,yes,0
worker_3,57728984edc2cb38800de824,yes,0
worker_3,57728984edc2cb38800de804,yes,0
worker_3,577280c3edc2cb3880f26359,yes,0
worker_36,577289e6edc2cb38800f31ff,yes,0
worker_36,57727d9eedc2cb3880e85dd9,yes,0
worker_36,5772893eedc2cb38800d23bb,yes,-1
worker_36,57728649edc2cb388003a757,yes,-1
worker_36,57727ca6edc2cb3880e54242,yes,1
worker_24,577289e6edc2cb38800f31ff,yes,2
worker_24,57727d9eedc2cb3880e85dd9,yes,0
worker_24,5772893eedc2cb38800d23bb,yes,3
worker_24,57728649edc2cb388003a757,yes,3
worker_24,57727ca6edc2cb3880e54242,yes,3
worker_37,577289e6edc2cb38800f31ff,yes,3
worker_37,57727d9eedc2cb3880e85dd9,yes,3
worker_37,5772893eedc2cb38800d23bb,yes,3
worker_37,57728649edc2cb388003a757,yes,3
worker_37,57727ca6edc2cb3880e54242,yes,2
worker_38,577289e6edc2cb38800f31ff,yes,2
worker_38,57727d9eedc2cb3880e85dd9,yes,2
worker_38,5772893eedc2cb38800d23bb,yes,3
worker_38,57728649edc2cb388003a757,yes,2
worker_38,57727ca6edc2cb3880e54242,yes,2
worker_15,577289e6edc2cb38800f31ff,yes,3
worker_15,57727d9eedc2cb3880e85dd9,yes,3
worker_15,5772893eedc2cb38800d23bb,yes,3
worker_15,57728649edc2cb388003a757,yes,3
worker_15,57727ca6edc2cb3880e54242,yes,3
worker_39,577289e6edc2cb38800f31ff,yes,-1
worker_39,57727d9eedc2cb3880e85dd9,yes,-2
worker_39,5772893eedc2cb38800d23bb,yes,1
worker_39,57728649edc2cb388003a757,yes,1
worker_39,57727ca6edc2cb3880e54242,yes,2
worker_40,577289e6edc2cb38800f31ff,yes,-1
worker_40,57727d9eedc2cb3880e85dd9,yes,-1
worker_40,5772893eedc2cb38800d23bb,yes,-2
worker_40,57728649edc2cb388003a757,yes,-1
worker_40,57727ca6edc2cb3880e54242,yes,1
worker_41,577289e6edc2cb38800f31ff,yes,2
worker_41,57727d9eedc2cb3880e85dd9,yes,1
worker_41,5772893eedc2cb38800d23bb,yes,3
worker_41,57728649edc2cb388003a757,yes,3
worker_41,57727ca6edc2cb3880e54242,yes,2
worker_42,577289e6edc2cb38800f31ff,yes,0
worker_42,57727d9eedc2cb3880e85dd9,yes,0
worker_42,5772893eedc2cb38800d23bb,yes,2
worker_42,57728649edc2cb388003a757,yes,0
worker_42,57727ca6edc2cb3880e54242,yes,2
worker_20,577289e6edc2cb38800f31ff,yes,3
worker_20,57727d9eedc2cb3880e85dd9,yes,2
worker_20,5772893eedc2cb38800d23bb,yes,2
worker_20,57728649edc2cb388003a757,yes,2
worker_20,57727ca6edc2cb3880e54242,yes,3
worker_43,5772836fedc2cb3880faa6ee,yes,0
worker_43,57727c96edc2cb3880e4d36c,yes,1
worker_43,577286ceedc2cb3880056f1b,yes,1
worker_43,5772846eedc2cb3880fdd965,yes,-1
worker_43,57727ca6edc2cb3880e542b2,yes,1
worker_44,5772836fedc2cb3880faa6ee,yes,0
worker_44,57727c96edc2cb3880e4d36c,yes,1
worker_44,577286ceedc2cb3880056f1b,yes,3
worker_44,5772846eedc2cb3880fdd965,yes,-1
worker_44,57727ca6edc2cb3880e542b2,yes,-1
worker_45,5772836fedc2cb3880faa6ee,yes,1
worker_45,57727c96edc2cb3880e4d36c,yes,-3
worker_45,577286ceedc2cb3880056f1b,yes,3
worker_45,5772846eedc2cb3880fdd965,yes,-3
worker_45,57727ca6edc2cb3880e542b2,yes,0
worker_3,5772836fedc2cb3880faa6ee,yes,0
worker_3,57727c96edc2cb3880e4d36c,yes,0
worker_3,577286ceedc2cb3880056f1b,yes,0
worker_3,5772846eedc2cb3880fdd965,yes,0
worker_3,57727ca6edc2cb3880e542b2,yes,0
worker_4,5772836fedc2cb3880faa6ee,yes,-2
worker_4,57727c96edc2cb3880e4d36c,yes,3
worker_4,577286ceedc2cb3880056f1b,yes,3
worker_4,5772846eedc2cb3880fdd965,yes,-2
worker_4,57727ca6edc2cb3880e542b2,yes,3
worker_46,5772836fedc2cb3880faa6ee,yes,0
worker_46,57727c96edc2cb3880e4d36c,yes,0
worker_46,577286ceedc2cb3880056f1b,yes,1
worker_46,5772846eedc2cb3880fdd965,yes,0
worker_46,57727ca6edc2cb3880e542b2,yes,0
worker_9,5772836fedc2cb3880faa6ee,yes,0
worker_9,57727c96edc2cb3880e4d36c,yes,-3
worker_9,577286ceedc2cb3880056f1b,yes,3
worker_9,5772846eedc2cb3880fdd965,yes,0
worker_9,57727ca6edc2cb3880e542b2,yes,-3
worker_47,5772836fedc2cb3880faa6ee,yes,1
worker_47,57727c96edc2cb3880e4d36c,yes,-2
worker_47,577286ceedc2cb3880056f1b,yes,2
worker_47,5772846eedc2cb3880fdd965,yes,0
worker_47,57727ca6edc2cb3880e542b2,yes,-1
worker_48,5772836fedc2cb3880faa6ee,yes,1
worker_48,57727c96edc2cb3880e4d36c,yes,-1
worker_48,577286ceedc2cb3880056f1b,yes,1
worker_48,5772846eedc2cb3880fdd965,yes,3
worker_48,57727ca6edc2cb3880e542b2,yes,0
worker_49,5772836fedc2cb3880faa6ee,yes,1
worker_49,57727c96edc2cb3880e4d36c,yes,2
worker_49,577286ceedc2cb3880056f1b,yes,2
worker_49,5772846eedc2cb3880fdd965,yes,-2
worker_49,57727ca6edc2cb3880e542b2,yes,1
worker_24,5772844fedc2cb3880fd5167,yes,0
worker_24,577284a4edc2cb3880fe7d45,yes,0
worker_24,5772831eedc2cb3880f9f237,yes,1
worker_24,57727f6bedc2cb3880ee006b,yes,2
worker_24,57728ad0edc2cb3880124c3d,yes,1
worker_50,5772844fedc2cb3880fd5167,yes,0
worker_50,577284a4edc2cb3880fe7d45,yes,0
worker_50,5772831eedc2cb3880f9f237,yes,0
worker_50,57727f6bedc2cb3880ee006b,yes,1
worker_50,57728ad0edc2cb3880124c3d,yes,0
worker_37,5772844fedc2cb3880fd5167,yes,1
worker_37,577284a4edc2cb3880fe7d45,yes,-1
worker_37,5772831eedc2cb3880f9f237,yes,2
worker_37,57727f6bedc2cb3880ee006b,yes,0
worker_37,57728ad0edc2cb3880124c3d,yes,1
worker_51,5772844fedc2cb3880fd5167,yes,-1
worker_51,577284a4edc2cb3880fe7d45,yes,3
worker_51,5772831eedc2cb3880f9f237,yes,-1
worker_51,57727f6bedc2cb3880ee006b,yes,3
worker_51,57728ad0edc2cb3880124c3d,yes,2
worker_52,5772844fedc2cb3880fd5167,yes,3
worker_52,577284a4edc2cb3880fe7d45,yes,0
worker_52,5772831eedc2cb3880f9f237,yes,2
worker_52,57727f6bedc2cb3880ee006b,yes,2
worker_52,57728ad0edc2cb3880124c3d,yes,-3
worker_53,5772844fedc2cb3880fd5167,yes,1
worker_53,577284a4edc2cb3880fe7d45,yes,1
worker_53,5772831eedc2cb3880f9f237,yes,1
worker_53,57727f6bedc2cb3880ee006b,yes,2
worker_53,57728ad0edc2cb3880124c3d,yes,3
worker_31,5772844fedc2cb3880fd5167,yes,2
worker_31,577284a4edc2cb3880fe7d45,yes,2
worker_31,5772831eedc2cb3880f9f237,yes,0
worker_31,57727f6bedc2cb3880ee006b,yes,2
worker_31,57728ad0edc2cb3880124c3d,yes,1
worker_54,5772844fedc2cb3880fd5167,yes,2
worker_54,577284a4edc2cb3880fe7d45,yes,2
worker_54,5772831eedc2cb3880f9f237,yes,2
worker_54,57727f6bedc2cb3880ee006b,yes,3
worker_54,57728ad0edc2cb3880124c3d,yes,3
worker_55,5772844fedc2cb3880fd5167,yes,0
worker_55,577284a4edc2cb3880fe7d45,yes,0
worker_55,5772831eedc2cb3880f9f237,yes,0
worker_55,57727f6bedc2cb3880ee006b,yes,3
worker_55,57728ad0edc2cb3880124c3d,yes,3
worker_19,5772844fedc2cb3880fd5167,yes,1
worker_19,577284a4edc2cb3880fe7d45,yes,1
worker_19,5772831eedc2cb3880f9f237,yes,1
worker_19,57727f6bedc2cb3880ee006b,yes,1
worker_19,57728ad0edc2cb3880124c3d,yes,3
worker_36,57728173edc2cb3880f46c0f,yes,0
worker_36,57726e55edc2cb3880b6afc2,yes,-1
worker_36,5772765eedc2cb3880d14a21,yes,-1
worker_36,57727d14edc2cb3880e6931e,yes,0
worker_36,5772850cedc2cb3880ffc55b,yes,0
worker_5,57728173edc2cb3880f46c0f,yes,-1
worker_5,57726e55edc2cb3880b6afc2,yes,2
worker_5,5772765eedc2cb3880d14a21,yes,1
worker_5,57727d14edc2cb3880e6931e,yes,3
worker_5,5772850cedc2cb3880ffc55b,yes,2
worker_56,57728173edc2cb3880f46c0f,yes,-1
worker_56,57726e55edc2cb3880b6afc2,yes,3
worker_56,5772765eedc2cb3880d14a21,yes,2
worker_56,57727d14edc2cb3880e6931e,yes,2
worker_56,5772850cedc2cb3880ffc55b,yes,3
worker_15,57728173edc2cb3880f46c0f,yes,3
worker_15,57726e55edc2cb3880b6afc2,yes,3
worker_15,5772765eedc2cb3880d14a21,yes,3
worker_15,57727d14edc2cb3880e6931e,yes,3
worker_15,5772850cedc2cb3880ffc55b,yes,3
worker_39,57728173edc2cb3880f46c0f,yes,-3
worker_39,57726e55edc2cb3880b6afc2,yes,2
worker_39,5772765eedc2cb3880d14a21,yes,2
worker_39,57727d14edc2cb3880e6931e,yes,1
worker_39,5772850cedc2cb3880ffc55b,yes,1
worker_57,57728173edc2cb3880f46c0f,yes,2
worker_57,57726e55edc2cb3880b6afc2,yes,3
worker_57,5772765eedc2cb3880d14a21,yes,2
worker_57,57727d14edc2cb3880e6931e,yes,2
worker_57,5772850cedc2cb3880ffc55b,yes,3
worker_58,57728173edc2cb3880f46c0f,yes,2
worker_58,57726e55edc2cb3880b6afc2,yes,0
worker_58,5772765eedc2cb3880d14a21,yes,0
worker_58,57727d14edc2cb3880e6931e,yes,0
worker_58,5772850cedc2cb3880ffc55b,yes,0
worker_59,57728173edc2cb3880f46c0f,yes,2
worker_59,57726e55edc2cb3880b6afc2,yes,3
worker_59,5772765eedc2cb3880d14a21,yes,3
worker_59,57727d14edc2cb3880e6931e,yes,2
worker_59,5772850cedc2cb3880ffc55b,yes,2
worker_7,57728173edc2cb3880f46c0f,yes,-3
worker_7,57726e55edc2cb3880b6afc2,yes,3
worker_7,5772765eedc2cb3880d14a21,yes,3
worker_7,57727d14edc2cb3880e6931e,yes,3
worker_7,5772850cedc2cb3880ffc55b,yes,3
worker_60,57728173edc2cb3880f46c0f,yes,0
worker_60,57726e55edc2cb3880b6afc2,yes,0
worker_60,5772765eedc2cb3880d14a21,yes,2
worker_60,57727d14edc2cb3880e6931e,yes,1
worker_60,5772850cedc2cb3880ffc55b,yes,1
worker_18,577284a5edc2cb3880fe7f05,yes,1
worker_18,57727e57edc2cb3880ea753a,yes,0
worker_18,57727e12edc2cb3880e9b21b,yes,0
worker_18,57728047edc2cb3880f0a2e2,yes,0
worker_52,577284a5edc2cb3880fe7f05,yes,-1
worker_52,57727e57edc2cb3880ea753a,yes,-1
worker_52,57727e12edc2cb3880e9b21b,yes,1
worker_52,57728047edc2cb3880f0a2e2,yes,1
worker_7,577284a5edc2cb3880fe7f05,yes,-3
worker_7,57727e57edc2cb3880ea753a,yes,3
worker_7,57727e12edc2cb3880e9b21b,yes,1
worker_7,57728047edc2cb3880f0a2e2,yes,-3
worker_56,577284a5edc2cb3880fe7f05,yes,-3
worker_56,57727e57edc2cb3880ea753a,yes,2
worker_56,57727e12edc2cb3880e9b21b,yes,1
worker_56,57728047edc2cb3880f0a2e2,yes,1
worker_57,577284a5edc2cb3880fe7f05,yes,2
worker_57,57727e57edc2cb3880ea753a,yes,2
worker_57,57727e12edc2cb3880e9b21b,yes,3
worker_57,57728047edc2cb3880f0a2e2,yes,2
worker_61,577284a5edc2cb3880fe7f05,yes,1
worker_61,57727e57edc2cb3880ea753a,yes,3
worker_61,57727e12edc2cb3880e9b21b,yes,2
worker_61,57728047edc2cb3880f0a2e2,yes,0
worker_62,577284a5edc2cb3880fe7f05,yes,-1
worker_62,57727e57edc2cb3880ea753a,yes,2
worker_62,57727e12edc2cb3880e9b21b,yes,1
worker_62,57728047edc2cb3880f0a2e2,yes,-1
worker_37,577284a5edc2cb3880fe7f05,yes,-2
worker_37,57727e57edc2cb3880ea753a,yes,2
worker_37,57727e12edc2cb3880e9b21b,yes,3
worker_37,57728047edc2cb3880f0a2e2,yes,2
worker_63,577284a5edc2cb3880fe7f05,yes,3
worker_63,57727e57edc2cb3880ea753a,yes,3
worker_63,57727e12edc2cb3880e9b21b,yes,-2
worker_63,57728047edc2cb3880f0a2e2,yes,1
worker_10,577284a5edc2cb3880fe7f05,yes,0
worker_10,57727e57edc2cb3880ea753a,yes,0
worker_10,57727e12edc2cb3880e9b21b,yes,3
worker_10,57728047edc2cb3880f0a2e2,yes,2
worker_64,5772869fedc2cb388004d2b7,yes,2
worker_64,57727ab7edc2cb3880df987a,yes,3
worker_64,5772758fedc2cb3880cead4e,yes,3
worker_64,5772766eedc2cb3880d15f32,yes,3
worker_65,5772869fedc2cb388004d2b7,yes,0
worker_65,577287b1edc2cb388007ffed,yes,0
worker_65,57727ab7edc2cb3880df987a,yes,0
worker_65,5772758fedc2cb3880cead4e,yes,2
worker_65,5772766eedc2cb3880d15f32,yes,2
worker_66,5772869fedc2cb388004d2b7,yes,0
worker_66,57727ab7edc2cb3880df987a,yes,1
worker_66,5772758fedc2cb3880cead4e,yes,2
worker_66,5772766eedc2cb3880d15f32,yes,-1
worker_67,5772869fedc2cb388004d2b7,yes,3
worker_67,577287b1edc2cb388007ffed,yes,3
worker_67,57727ab7edc2cb3880df987a,yes,3
worker_67,5772758fedc2cb3880cead4e,yes,3
worker_67,5772766eedc2cb3880d15f32,yes,3
worker_68,5772869fedc2cb388004d2b7,yes,1
worker_68,57727ab7edc2cb3880df987a,yes,1
worker_68,5772758fedc2cb3880cead4e,yes,1
worker_68,5772766eedc2cb3880d15f32,yes,2
worker_39,5772869fedc2cb388004d2b7,yes,1
worker_39,57727ab7edc2cb3880df987a,yes,2
worker_39,5772758fedc2cb3880cead4e,yes,2
worker_39,5772766eedc2cb3880d15f32,yes,2
worker_69,5772869fedc2cb388004d2b7,yes,-2
worker_69,57727ab7edc2cb3880df987a,yes,0
worker_69,5772758fedc2cb3880cead4e,yes,0
worker_69,5772766eedc2cb3880d15f32,yes,2
worker_70,5772869fedc2cb388004d2b7,yes,-2
worker_70,57727ab7edc2cb3880df987a,yes,1
worker_70,5772758fedc2cb3880cead4e,yes,0
worker_70,5772766eedc2cb3880d15f32,yes,0
worker_71,5772869fedc2cb388004d2b7,yes,1
worker_71,577287b1edc2cb388007ffed,yes,0
worker_71,57727ab7edc2cb3880df987a,yes,1
worker_71,5772758fedc2cb3880cead4e,yes,2
worker_71,5772766eedc2cb3880d15f32,yes,1
worker_20,5772869fedc2cb388004d2b7,yes,1
worker_20,577287b1edc2cb388007ffed,yes,-1
worker_20,57727ab7edc2cb3880df987a,yes,2
worker_20,5772758fedc2cb3880cead4e,yes,3
worker_20,5772766eedc2cb3880d15f32,yes,3
worker_20,57728326edc2cb3880f9fea7,yes,2
worker_20,57728172edc2cb3880f46a8d,yes,-1
worker_20,577280fcedc2cb3880f30f41,yes,1
worker_20,577275a4edc2cb3880cecc56,yes,2
worker_6,57728326edc2cb3880f9fea7,yes,2
worker_6,57728172edc2cb3880f46a8d,yes,-1
worker_6,577280fcedc2cb3880f30f41,yes,-2
worker_6,577275a4edc2cb3880cecc56,yes,1
worker_72,57728326edc2cb3880f9fea7,yes,2
worker_72,57728172edc2cb3880f46a8d,yes,2
worker_72,577280fcedc2cb3880f30f41,yes,2
worker_72,57728735edc2cb388006b346,yes,2
worker_72,577275a4edc2cb3880cecc56,yes,2
worker_73,57728326edc2cb3880f9fea7,yes,0
worker_73,57728172edc2cb3880f46a8d,yes,2
worker_73,577280fcedc2cb3880f30f41,yes,0
worker_73,577275a4edc2cb3880cecc56,yes,-1
worker_7,57728326edc2cb3880f9fea7,yes,3
worker_7,57728172edc2cb3880f46a8d,yes,-3
worker_7,577280fcedc2cb3880f30f41,yes,0
worker_7,577275a4edc2cb3880cecc56,yes,3
worker_9,57728326edc2cb3880f9fea7,yes,0
worker_9,57728172edc2cb3880f46a8d,yes,-3
worker_9,577280fcedc2cb3880f30f41,yes,-3
worker_9,577275a4edc2cb3880cecc56,yes,-3
worker_74,57728326edc2cb3880f9fea7,yes,2
worker_74,57728172edc2cb3880f46a8d,yes,-2
worker_74,577280fcedc2cb3880f30f41,yes,-2
worker_74,577275a4edc2cb3880cecc56,yes,0
worker_38,57728326edc2cb3880f9fea7,yes,3
worker_38,57728172edc2cb3880f46a8d,yes,0
worker_38,577280fcedc2cb3880f30f41,yes,0
worker_38,577275a4edc2cb3880cecc56,yes,0
worker_33,57728326edc2cb3880f9fea7,yes,1
worker_33,57728172edc2cb3880f46a8d,yes,-1
worker_33,577280fcedc2cb3880f30f41,yes,2
worker_33,577275a4edc2cb3880cecc56,yes,1
worker_75,57728326edc2cb3880f9fea7,yes,3
worker_75,57728172edc2cb3880f46a8d,yes,-1
worker_75,577280fcedc2cb3880f30f41,yes,2
worker_75,577275a4edc2cb3880cecc56,yes,2
worker_3,57728326edc2cb3880f9fea7,yes,1
worker_3,57728172edc2cb3880f46a8d,yes,0
worker_3,577280fcedc2cb3880f30f41,yes,0
worker_3,577275a4edc2cb3880cecc56,yes,0
worker_69,57728326edc2cb3880f9fea7,yes,0
worker_69,57728172edc2cb3880f46a8d,yes,0
worker_69,577280fcedc2cb3880f30f41,yes,-1
worker_69,577275a4edc2cb3880cecc56,yes,-1
worker_33,5772765bedc2cb3880d146a4,yes,2
worker_33,57728438edc2cb3880fd2e63,yes,1
worker_33,57728253edc2cb3880f76065,yes,2
worker_33,5772816eedc2cb3880f46457,yes,2
worker_30,5772765bedc2cb3880d146a4,yes,0
worker_30,57728253edc2cb3880f76065,yes,2
worker_30,5772816eedc2cb3880f46457,yes,-1
worker_34,5772765bedc2cb3880d146a4,yes,0
worker_34,57728438edc2cb3880fd2e63,yes,0
worker_34,57728253edc2cb3880f76065,yes,0
worker_34,5772816eedc2cb3880f46457,yes,0
worker_76,5772765bedc2cb3880d146a4,yes,2
worker_76,57728253edc2cb3880f76065,yes,1
worker_76,5772816eedc2cb3880f46457,yes,3
worker_43,5772765bedc2cb3880d146a4,yes,1
worker_43,57728253edc2cb3880f76065,yes,-1
