,user,artwork,score
38,worker_9,57726f0dedc2cb3880b94625,1
39,worker_10,57726f0dedc2cb3880b94625,0
40,worker_1,57728703edc2cb3880061039,3
41,worker_2,57728703edc2cb3880061039,2
42,worker_3,57728703edc2cb3880061039,0
43,worker_4,57728703edc2cb3880061039,2
44,worker_5,57728703edc2cb3880061039,3
45,worker_6,57728703edc2cb3880061039,-2
46,worker_7,57728703edc2cb3880061039,-3
47,worker_8,57728703edc2cb3880061039,0
48,worker_9,57728703edc2cb3880061039,0
49,worker_10,57728703edc2cb3880061039,1
50,worker_11,57728095edc2cb3880f1c3f4,1
51,worker_12,57728095edc2cb3880f1c3f4,0
52,worker_13,57728095edc2cb3880f1c3f4,-2
53,worker_14,57728095edc2cb3880f1c3f4,-1
54,worker_15,57728095edc2cb3880f1c3f4,3
55,worker_16,57728095edc2cb3880f1c3f4,3
56,worker_17,57728095edc2cb3880f1c3f4,1
57,worker_18,57728095edc2cb3880f1c3f4,2
58,worker_8,57728095edc2cb3880f1c3f4,1
59,worker_19,57728095edc2cb3880f1c3f4,0
60,worker_20,57728095edc2cb3880f1c3f4,1
61,worker_21,57728095edc2cb3880f1c3f4,1
62,worker_11,57726f0fedc2cb3880b94ae6,3
63,worker_12,57726f0fedc2cb3880b94ae6,2
64,worker_13,57726f0fedc2cb3880b94ae6,2
65,worker_14,57726f0fedc2cb3880b94ae6,1
66,worker_15,57726f0fedc2cb3880b94ae6,3
67,worker_16,57726f0fedc2cb3880b94ae6,3
68,worker_17,57726f0fedc2cb3880b94ae6,3
69,worker_18,57726f0fedc2cb3880b94ae6,1
70,worker_8,57726f0fedc2cb3880b94ae6,1
71,worker_19,57726f0fedc2cb3880b94ae6,2
72,worker_20,57726f0fedc2cb3880b94ae6,1
73,worker_21,57726f0fedc2cb3880b94ae6,1
74,worker_11,57726e8dedc2cb3880b76528,-3
75,worker_12,57726e8dedc2cb3880b76528,0
76,worker_13,57726e8dedc2cb3880b76528,2
77,worker_14,57726e8dedc2cb3880b76528,1
78,worker_15,57726e8dedc2cb3880b76528,2
79,worker_16,57726e8dedc2cb3880b76528,-3
80,worker_17,57726e8dedc2cb3880b76528,2
81,worker_18,57726e8dedc2cb3880b76528,1
82,worker_8,57726e8dedc2cb3880b76528,1
83,worker_19,57726e8dedc2cb3880b76528,1
84,worker_20,57726e8dedc2cb3880b76528,2
85,worker_21,57726e8dedc2cb3880b76528,1
86,worker_11,5772850cedc2cb3880ffc52b,2
87,worker_12,5772850cedc2cb3880ffc52b,1
88,worker_13,5772850cedc2cb3880ffc52b,3
89,worker_14,5772850cedc2cb3880ffc52b,2
90,worker_15,5772850cedc2cb3880ffc52b,3
91,worker_16,5772850cedc2cb3880ffc52b,3
92,worker_17,5772850cedc2cb3880ffc52b,3
93,worker_18,5772850cedc2cb3880ffc52b,1
94,worker_8,5772850cedc2cb3880ffc52b,1
95,worker_19,5772850cedc2cb3880ffc52b,2
96,worker_20,5772850cedc2cb3880ffc52b,2
97,worker_21,5772850cedc2cb3880ffc52b,1
98,worker_11,57727334edc2cb3880c7ea9a,2
99,worker_12,57727334edc2cb3880c7ea9a,2
100,worker_13,57727334edc2cb3880c7ea9a,2
101,worker_14,57727334edc2cb3880c7ea9a,3
102,worker_15,57727334edc2cb3880c7ea9a,3
103,worker_16,57727334edc2cb3880c7ea9a,3
104,worker_17,57727334edc2cb3880c7ea9a,3
105,worker_18,57727334edc2cb3880c7ea9a,1
106,worker_8,57727334edc2cb3880c7ea9a,1
107,worker_19,57727334edc2cb3880c7ea9a,2
108,worker_20,57727334edc2cb3880c7ea9a,3
109,worker_21,57727334edc2cb3880c7ea9a,1
110,worker_6,577286feedc2cb388006099a,-1
111,worker_22,577286feedc2cb388006099a,-3
112,worker_23,577286feedc2cb388006099a,0
113,worker_24,577286feedc2cb388006099a,-2
114,worker_25,577286feedc2cb388006099a,0
115,worker_26,577286feedc2cb388006099a,-2
116,worker_11,577286feedc2cb388006099a,-1
117,worker_20,577286feedc2cb388006099a,-2
118,worker_27,577286feedc2cb388006099a,0
119,worker_28,577286feedc2cb388006099a,0
120,worker_19,577286feedc2cb388006099a,-1
121,worker_29,577286feedc2cb388006099a,0
122,worker_6,577286a2edc2cb388004d78d,-1
123,worker_22,577286a2edc2cb388004d78d,0
124,worker_23,577286a2edc2cb388004d78d,0
125,worker_24,577286a2edc2cb388004d78d,-2
126,worker_25,577286a2edc2cb388004d78d,0
127,worker_26,577286a2edc2cb388004d78d,0
128,worker_11,577286a2edc2cb388004d78d,2
129,worker_20,577286a2edc2cb388004d78d,0
130,worker_27,577286a2edc2cb388004d78d,0
131,worker_28,577286a2edc2cb388004d78d,1
132,worker_19,577286a2edc2cb388004d78d,0
133,worker_29,577286a2edc2cb388004d78d,2
134,worker_6,57727402edc2cb3880ca64d4,1
135,worker_22,57727402edc2cb3880ca64d4,-1
136,worker_23,57727402edc2cb3880ca64d4,-3
137,worker_24,57727402edc2cb3880ca64d4,1
138,worker_25,57727402edc2cb3880ca64d4,0
139,worker_26,57727402edc2cb3880ca64d4,-1
140,worker_11,57727402edc2cb3880ca64d4,1
141,worker_20,57727402edc2cb3880ca64d4,1
142,worker_27,57727402edc2cb3880ca64d4,0
143,worker_28,57727402edc2cb3880ca64d4,3
144,worker_19,57727402edc2cb3880ca64d4,-2
145,worker_29,57727402edc2cb3880ca64d4,1
146,worker_6,57727c4bedc2cb3880e413d5,1
147,worker_22,57727c4bedc2cb3880e413d5,-3
148,worker_23,57727c4bedc2cb3880e413d5,0
149,worker_24,57727c4bedc2cb3880e413d5,-1
150,worker_25,57727c4bedc2cb3880e413d5,0
151,worker_26,57727c4bedc2cb3880e413d5,-2
152,worker_11,57727c4bedc2cb3880e413d5,-2
153,worker_20,57727c4bedc2cb3880e413d5,-2
154,worker_27,57727c4bedc2cb3880e413d5,0
155,worker_28,57727c4bedc2cb3880e413d5,1
156,worker_19,57727c4bedc2cb3880e413d5,-1
157,worker_29,57727c4bedc2cb3880e413d5,2
158,worker_9,57728014edc2cb3880effe53,0
159,worker_4,57728014edc2cb3880effe53,2
160,worker_30,57728014edc2cb3880effe53,2
161,worker_8,57728014edc2cb3880effe53,1
162,worker_31,57728014edc2cb3880effe53,-2
163,worker_10,57728014edc2cb3880effe53,2
164,worker_32,57728014edc2cb3880effe53,1
165,worker_33,57728014edc2cb3880effe53,-1
166,worker_34,57728014edc2cb3880effe53,0
167,worker_35,57728014edc2cb3880effe53,0
168,worker_3,57728014edc2cb3880effe53,0
169,worker_9,57726ff3edc2cb3880bc574a,0
170,worker_4,57726ff3edc2cb3880bc574a,2
171,worker_30,57726ff3edc2cb3880bc574a,3
172,worker_8,57726ff3edc2cb3880bc574a,1
173,worker_31,57726ff3edc2cb3880bc574a,1
174,worker_10,57726ff3edc2cb3880bc574a,0
175,worker_32,57726ff3edc2cb3880bc574a,1
176,worker_33,57726ff3edc2cb3880bc574a,3
177,worker_34,57726ff3edc2cb3880bc574a,0
178,worker_35,57726ff3edc2cb3880bc574a,0
179,worker_3,57726ff3edc2cb3880bc574a,0
180,worker_9,57728984edc2cb38800de824,0
181,worker_4,57728984edc2cb38800de824,3
182,worker_30,57728984edc2cb38800de824,2
183,worker_8,57728984edc2cb38800de824,2
184,worker_31,57728984edc2cb38800de824,2
185,worker_10,57728984edc2cb38800de824,1
186,worker_32,57728984edc2cb38800de824,1
187,worker_33,57728984edc2cb38800de824,3
188,worker_34,57728984edc2cb38800de824,2
189,worker_35,57728984edc2cb38800de824,0
190,worker_3,57728984edc2cb38800de824,0
191,worker_9,57728984edc2cb38800de804,1
192,worker_4,57728984edc2cb38800de804,3
193,worker_30,57728984edc2cb38800de804,3
194,worker_8,57728984edc2cb38800de804,3
195,worker_31,57728984edc2cb38800de804,3
196,worker_10,57728984edc2cb38800de804,1
197,worker_32,57728984edc2cb38800de804,1
198,worker_33,57728984edc2cb38800de804,3
199,worker_34,57728984edc2cb38800de804,2
200,worker_35,57728984edc2cb38800de804,0
201,worker_3,57728984edc2cb38800de804,0
202,worker_9,577280c3edc2cb3880f26359,-3
203,worker_4,577280c3edc2cb3880f26359,-2
204,worker_30,577280c3edc2cb3880f26359,2
205,worker_8,577280c3edc2cb3880f26359,1
206,worker_31,577280c3edc2cb3880f26359,-3
207,worker_10,577280c3edc2cb3880f26359,2
208,worker_32,577280c3edc2cb3880f26359,1
209,worker_33,577280c3edc2cb3880f26359,-3
210,worker_34,577280c3edc2cb3880f26359,0
211,worker_35,577280c3edc2cb3880f26359,2
212,worker_3,577280c3edc2cb3880f26359,0
213,worker_36,577289e6edc2cb38800f31ff,0
214,worker_24,577289e6edc2cb38800f31ff,2
215,worker_37,577289e6edc2cb38800f31ff,3
216,worker_38,577289e6edc2cb38800f31ff,2
217,worker_15,577289e6edc2cb38800f31ff,3
218,worker_39,577289e6edc2cb38800f31ff,-1
219,worker_40,577289e6edc2cb38800f31ff,-1
220,worker_41,577289e6edc2cb38800f31ff,2
221,worker_42,577289e6edc2cb38800f31ff,0
222,worker_20,577289e6edc2cb38800f31ff,3
223,worker_36,57727d9eedc2cb3880e85dd9,0
224,worker_24,57727d9eedc2cb3880e85dd9,0
225,worker_37,57727d9eedc2cb3880e85dd9,3
226,worker_38,57727d9eedc2cb3880e85dd9,2
227,worker_15,57727d9eedc2cb3880e85dd9,3
228,worker_39,57727d9eedc2cb3880e85dd9,-2
229,worker_40,57727d9eedc2cb3880e85dd9,-1
230,worker_41,57727d9eedc2cb3880e85dd9,1
231,worker_42,57727d9eedc2cb3880e85dd9,0
232,worker_20,57727d9eedc2cb3880e85dd9,2
233,worker_36,5772893eedc2cb38800d23bb,-1
234,worker_24,5772893eedc2cb38800d23bb,3
235,worker_37,5772893eedc2cb38800d23bb,3
236,worker_38,5772893eedc2cb38800d23bb,3
237,worker_15,5772893eedc2cb38800d23bb,3
238,worker_39,5772893eedc2cb38800d23bb,1
239,worker_40,5772893eedc2cb38800d23bb,-2
240,worker_41,5772893eedc2cb38800d23bb,3
241,worker_42,5772893eedc2cb38800d23bb,2
242,worker_20,5772893eedc2cb38800d23bb,2
243,worker_36,57728649edc2cb388003a757,-1
244,worker_24,57728649edc2cb388003a757,3
245,worker_37,57728649edc2cb388003a757,3
246,worker_38,57728649edc2cb388003a757,2
247,worker_15,57728649edc2cb388003a757,3
248,worker_39,57728649edc2cb388003a757,1
249,worker_40,57728649edc2cb388003a757,-1
250,worker_41,57728649edc2cb388003a757,3
251,worker_42,57728649edc2cb388003a757,0
252,worker_20,57728649edc2cb388003a757,2
253,worker_36,57727ca6edc2cb3880e54242,1
254,worker_24,57727ca6edc2cb3880e54242,3
255,worker_37,57727ca6edc2cb3880e54242,2
256,worker_38,57727ca6edc2cb3880e54242,2
257,worker_15,57727ca6edc2cb3880e54242,3
258,worker_39,57727ca6edc2cb3880e54242,2
259,worker_40,57727ca6edc2cb3880e54242,1
260,worker_41,57727ca6edc2cb3880e54242,2
261,worker_42,57727ca6edc2cb3880e54242,2
262,worker_20,57727ca6edc2cb3880e54242,3
263,worker_43,5772836fedc2cb3880faa6ee,0
264,worker_44,5772836fedc2cb3880faa6ee,0
265,worker_45,5772836fedc2cb3880faa6ee,1
266,worker_3,5772836fedc2cb3880faa6ee,0
267,worker_4,5772836fedc2cb3880faa6ee,-2
268,worker_46,5772836fedc2cb3880faa6ee,0
269,worker_9,5772836fedc2cb3880faa6ee,0
270,worker_47,5772836fedc2cb3880faa6ee,1
271,worker_48,5772836fedc2cb3880faa6ee,1
272,worker_49,5772836fedc2cb3880faa6ee,1
273,worker_43,57727c96edc2cb3880e4d36c,1
274,worker_44,57727c96edc2cb3880e4d36c,1
275,worker_45,57727c96edc2cb3880e4d36c,-3
276,worker_3,57727c96edc2cb3880e4d36c,0
277,worker_4,57727c96edc2cb3880e4d36c,3
278,worker_46,57727c96edc2cb3880e4d36c,0
279,worker_9,57727c96edc2cb3880e4d36c,-3
280,worker_47,57727c96edc2cb3880e4d36c,-2
281,worker_48,57727c96edc2cb3880e4d36c,-1
282,worker_49,57727c96edc2cb3880e4d36c,2
283,worker_43,577286ceedc2cb3880056f1b,1
284,worker_44,577286ceedc2cb3880056f1b,3
285,worker_45,577286ceedc2cb3880056f1b,3
286,worker_3,577286ceedc2cb3880056f1b,0
287,worker_4,577286ceedc2cb3880056f1b,3
288,worker_46,577286ceedc2cb3880056f1b,1
289,worker_9,577286ceedc2cb3880056f1b,3
290,worker_47,577286ceedc2cb3880056f1b,2
291,worker_48,577286ceedc2cb3880056f1b,1
292,worker_49,577286ceedc2cb3880056f1b,2
293,worker_43,5772846eedc2cb3880fdd965,-1
294,worker_44,5772846eedc2cb3880fdd965,-1
295,worker_45,5772846eedc2cb3880fdd965,-3
296,worker_3,5772846eedc2cb3880fdd965,0
297,worker_4,5772846eedc2cb3880fdd965,-2
298,worker_46,5772846eedc2cb3880fdd965,0
299,worker_9,5772846eedc2cb3880fdd965,0
300,worker_47,5772846eedc2cb3880fdd965,0
301,worker_48,5772846eedc2cb3880fdd965,3
302,worker_49,5772846eedc2cb3880fdd965,-2
303,worker_43,57727ca6edc2cb3880e542b2,1
304,worker_44,57727ca6edc2cb3880e542b2,-1
305,worker_45,57727ca6edc2cb3880e542b2,0
306,worker_3,57727ca6edc2cb3880e542b2,0
307,worker_4,57727ca6edc2cb3880e542b2,3
308,worker_46,57727ca6edc2cb3880e542b2,0
309,worker_9,57727ca6edc2cb3880e542b2,-3
310,worker_47,57727ca6edc2cb3880e542b2,-1
311,worker_48,57727ca6edc2cb3880e542b2,0
312,worker_49,57727ca6edc2cb3880e542b2,1
313,worker_24,5772844fedc2cb3880fd5167,0
314,worker_50,5772844fedc2cb3880fd5167,0
315,worker_37,5772844fedc2cb3880fd5167,1
316,worker_51,5772844fedc2cb3880fd5167,-1
317,worker_52,5772844fedc2cb3880fd5167,3
318,worker_53,5772844fedc2cb3880fd5167,1
319,worker_31,5772844fedc2cb3880fd5167,2
320,worker_54,5772844fedc2cb3880fd5167,2
321,worker_55,5772844fedc2cb3880fd5167,0
322,worker_19,5772844fedc2cb3880fd5167,1
323,worker_24,577284a4edc2cb3880fe7d45,0
324,worker_50,577284a4edc2cb3880fe7d45,0
325,worker_37,577284a4edc2cb3880fe7d45,-1
326,worker_51,577284a4edc2cb3880fe7d45,3
327,worker_52,577284a4edc2cb3880fe7d45,0
328,worker_53,577284a4edc2cb3880fe7d45,1
329,worker_31,577284a4edc2cb3880fe7d45,2
330,worker_54,577284a4edc2cb3880fe7d45,2
331,worker_55,577284a4edc2cb3880fe7d45,0
332,worker_19,577284a4edc2cb3880fe7d45,1
333,worker_24,5772831eedc2cb3880f9f237,1
334,worker_50,5772831eedc2cb3880f9f237,0
335,worker_37,5772831eedc2cb3880f9f237,2
336,worker_51,5772831eedc2cb3880f9f237,-1
337,worker_52,5772831eedc2cb3880f9f237,2
338,worker_53,5772831eedc2cb3880f9f237,1
339,worker_31,5772831eedc2cb3880f9f237,0
340,worker_54,5772831eedc2cb3880f9f237,2
341,worker_55,5772831eedc2cb3880f9f237,0
342,worker_19,5772831eedc2cb3880f9f237,1
343,worker_24,57727f6bedc2cb3880ee006b,2
344,worker_50,57727f6bedc2cb3880ee006b,1
345,worker_37,57727f6bedc2cb3880ee006b,0
346,worker_51,57727f6bedc2cb3880ee006b,3
347,worker_52,57727f6bedc2cb3880ee006b,2
348,worker_53,57727f6bedc2cb3880ee006b,2
349,worker_31,57727f6bedc2cb3880ee006b,2
350,worker_54,57727f6bedc2cb3880ee006b,3
351,worker_55,57727f6bedc2cb3880ee006b,3
352,worker_19,57727f6bedc2cb3880ee006b,1
353,worker_24,57728ad0edc2cb3880124c3d,1
354,worker_50,57728ad0edc2cb3880124c3d,0
355,worker_37,57728ad0edc2cb3880124c3d,1
356,worker_51,57728ad0edc2cb3880124c3d,2
357,worker_52,57728ad0edc2cb3880124c3d,-3
358,worker_53,57728ad0edc2cb3880124c3d,3
359,worker_31,57728ad0edc2cb3880124c3d,1
360,worker_54,57728ad0edc2cb3880124c3d,3
361,worker_55,57728ad0edc2cb3880124c3d,3
362,worker_19,57728ad0edc2cb3880124c3d,3
363,worker_36,57728173edc2cb3880f46c0f,0
364,worker_5,57728173edc2cb3880f46c0f,-1
365,worker_56,57728173edc2cb3880f46c0f,-1
366,worker_15,57728173edc2cb3880f46c0f,3
367,worker_39,57728173edc2cb3880f46c0f,-3
368,worker_57,57728173edc2cb3880f46c0f,2
369,worker_58,57728173edc2cb3880f46c0f,2
370,worker_59,57728173edc2cb3880f46c0f,2
371,worker_7,57728173edc2cb3880f46c0f,-3
372,worker_60,57728173edc2cb3880f46c0f,0
373,worker_36,57726e55edc2cb3880b6afc2,-1
374,worker_5,57726e55edc2cb3880b6afc2,2
375,worker_56,57726e55edc2cb3880b6afc2,3
376,worker_15,57726e55edc2cb3880b6afc2,3
377,worker_39,57726e55edc2cb3880b6afc2,2
378,worker_57,57726e55edc2cb3880b6afc2,3
379,worker_58,57726e55edc2cb3880b6afc2,0
380,worker_59,57726e55edc2cb3880b6afc2,3
381,worker_7,57726e55edc2cb3880b6afc2,3
382,worker_60,57726e55edc2cb3880b6afc2,0
383,worker_36,5772765eedc2cb3880d14a21,-1
384,worker_5,5772765eedc2cb3880d14a21,1
385,worker_56,5772765eedc2cb3880d14a21,2
386,worker_15,5772765eedc2cb3880d14a21,3
387,worker_39,5772765eedc2cb3880d14a21,2
388,worker_57,5772765eedc2cb3880d14a21,2
389,worker_58,5772765eedc2cb3880d14a21,0
390,worker_59,5772765eedc2cb3880d14a21,3
391,worker_7,5772765eedc2cb3880d14a21,3
392,worker_60,5772765eedc2cb3880d14a21,2
393,worker_36,57727d14edc2cb3880e6931e,0
394,worker_5,57727d14edc2cb3880e6931e,3
395,worker_56,57727d14edc2cb3880e6931e,2
396,worker_15,57727d14edc2cb3880e6931e,3
397,worker_39,57727d14edc2cb3880e6931e,1
398,worker_57,57727d14edc2cb3880e6931e,2
399,worker_58,57727d14edc2cb3880e6931e,0
400,worker_59,57727d14edc2cb3880e6931e,2
401,worker_7,57727d14edc2cb3880e6931e,3
402,worker_60,57727d14edc2cb3880e6931e,1
403,worker_36,5772850cedc2cb3880ffc55b,0
404,worker_5,5772850cedc2cb3880ffc55b,2
405,worker_56,5772850cedc2cb3880ffc55b,3
406,worker_15,5772850cedc2cb3880ffc55b,3
407,worker_39,5772850cedc2cb3880ffc55b,1
408,worker_57,5772850cedc2cb3880ffc55b,3
409,worker_58,5772850cedc2cb3880ffc55b,0
410,worker_59,5772850cedc2cb3880ffc55b,2
411,worker_7,5772850cedc2cb3880ffc55b,3
412,worker_60,5772850cedc2cb3880ffc55b,1
413,worker_18,577284a5edc2cb3880fe7f05,1
414,worker_52,577284a5edc2cb3880fe7f05,-1
415,worker_7,577284a5edc2cb3880fe7f05,-3
416,worker_56,577284a5edc2cb3880fe7f05,-3
417,worker_57,577284a5edc2cb3880fe7f05,2
418,worker_61,577284a5edc2cb3880fe7f05,1
419,worker_62,577284a5edc2cb3880fe7f05,-1
420,worker_37,577284a5edc2cb3880fe7f05,-2
421,worker_63,577284a5edc2cb3880fe7f05,3
422,worker_10,577284a5edc2cb3880fe7f05,0
423,worker_18,57727e57edc2cb3880ea753a,0
424,worker_52,57727e57edc2cb3880ea753a,-1
425,worker_7,57727e57edc2cb3880ea753a,3
426,worker_56,57727e57edc2cb3880ea753a,2
427,worker_57,57727e57edc2cb3880ea753a,2
428,worker_61,57727e57edc2cb3880ea753a,3
429,worker_62,57727e57edc2cb3880ea753a,2
430,worker_37,57727e57edc2cb3880ea753a,2
431,worker_63,57727e57edc2cb3880ea753a,3
432,worker_10,57727e57edc2cb3880ea753a,0
433,worker_18,57727e12edc2cb3880e9b21b,0
434,worker_52,57727e12edc2cb3880e9b21b,1
435,worker_7,57727e12edc2cb3880e9b21b,1
436,worker_56,57727e12edc2cb3880e9b21b,1
437,worker_57,57727e12edc2cb3880e9b21b,3
438,worker_61,57727e12edc2cb3880e9b21b,2
439,worker_62,57727e12edc2cb3880e9b21b,1
440,worker_37,57727e12edc2cb3880e9b21b,3
441,worker_63,57727e12edc2cb3880e9b21b,-2
442,worker_10,57727e12edc2cb3880e9b21b,3
443,worker_18,57728047edc2cb3880f0a2e2,0
444,worker_52,57728047edc2cb3880f0a2e2,1
445,worker_7,57728047edc2cb3880f0a2e2,-3
446,worker_56,57728047edc2cb3880f0a2e2,1
447,worker_57,57728047edc2cb3880f0a2e2,2
448,worker_61,57728047edc2cb3880f0a2e2,0
449,worker_62,57728047edc2cb3880f0a2e2,-1
450,worker_37,57728047edc2cb3880f0a2e2,2
451,worker_63,57728047edc2cb3880f0a2e2,1
452,worker_10,57728047edc2cb3880f0a2e2,2
453,worker_18,57a2eedaedc2c92150bf041e,1
454,worker_52,57a2eedaedc2c92150bf041e,-1
455,worker_7,57a2eedaedc2c92150bf041e,3
456,worker_56,57a2eedaedc2c92150bf041e,3
457,worker_57,57a2eedaedc2c92150bf041e,3
458,worker_61,57a2eedaedc2c92150bf041e,2
459,worker_62,57a2eedaedc2c92150bf041e,3
460,worker_37,57a2eedaedc2c92150bf041e,1
461,worker_63,57a2eedaedc2c92150bf041e,3
462,worker_10,57a2eedaedc2c92150bf041e,1
463,worker_64,5772869fedc2cb388004d2b7,2
464,worker_65,5772869fedc2cb388004d2b7,0
465,worker_66,5772869fedc2cb388004d2b7,0
466,worker_67,5772869fedc2cb388004d2b7,3
467,worker_68,5772869fedc2cb388004d2b7,1
468,worker_39,5772869fedc2cb388004d2b7,1
469,worker_69,5772869fedc2cb388004d2b7,-2
470,worker_70,5772869fedc2cb388004d2b7,-2
471,worker_71,5772869fedc2cb388004d2b7,1
472,worker_20,5772869fedc2cb388004d2b7,1
473,worker_13,5772869fedc2cb388004d2b7,3
474,worker_4,5772869fedc2cb388004d2b7,-1
475,worker_51,5772869fedc2cb388004d2b7,3
476,worker_165,5772869fedc2cb388004d2b7,-2
477,worker_280,5772869fedc2cb388004d2b7,2
478,worker_20,5772869fedc2cb388004d2b7,1
479,worker_6,5772869fedc2cb388004d2b7,1
480,worker_44,5772869fedc2cb388004d2b7,3
481,worker_8,5772869fedc2cb388004d2b7,1
482,worker_15,5772869fedc2cb388004d2b7,0
483,worker_143,5772869fedc2cb388004d2b7,-1
484,worker_26,5772869fedc2cb388004d2b7,1
485,worker_33,5772869fedc2cb388004d2b7,0
486,worker_79,5772869fedc2cb388004d2b7,0
487,worker_46,5772869fedc2cb388004d2b7,-2
488,worker_99,5772869fedc2cb388004d2b7,-3
489,worker_3,5772869fedc2cb388004d2b7,1
490,worker_260,5772869fedc2cb388004d2b7,-3
491,worker_101,5772869fedc2cb388004d2b7,3
492,worker_155,5772869fedc2cb388004d2b7,2
493,worker_27,5772869fedc2cb388004d2b7,1
494,worker_19,5772869fedc2cb388004d2b7,-1
495,worker_254,5772869fedc2cb388004d2b7,2
496,worker_7,5772869fedc2cb388004d2b7,3
497,worker_24,5772869fedc2cb388004d2b7,0
498,worker_89,5772869fedc2cb388004d2b7,-2
499,worker_107,5772869fedc2cb388004d2b7,-2
500,worker_38,5772869fedc2cb388004d2b7,0
501,worker_148,5772869fedc2cb388004d2b7,2
502,worker_103,5772869fedc2cb388004d2b7,3
503,worker_104,5772869fedc2cb388004d2b7,-2
504,worker_149,5772869fedc2cb388004d2b7,-2
505,worker_56,5772869fedc2cb388004d2b7,1
506,worker_62,5772869fedc2cb388004d2b7,-2
507,worker_120,5772869fedc2cb388004d2b7,1
508,worker_64,577287b1edc2cb388007ffed,2
509,worker_65,577287b1edc2cb388007ffed,0
510,worker_66,577287b1edc2cb388007ffed,2
511,worker_67,577287b1edc2cb388007ffed,3
512,worker_68,577287b1edc2cb388007ffed,-2
513,worker_39,577287b1edc2cb388007ffed,2
514,worker_69,577287b1edc2cb388007ffed,-1
515,worker_70,577287b1edc2cb388007ffed,2
516,worker_71,577287b1edc2cb388007ffed,0
517,worker_20,577287b1edc2cb388007ffed,-1
518,worker_13,577287b1edc2cb388007ffed,2
519,worker_4,577287b1edc2cb388007ffed,3
520,worker_51,577287b1edc2cb388007ffed,3
521,worker_165,577287b1edc2cb388007ffed,-2
522,worker_280,577287b1edc2cb388007ffed,-2
523,worker_20,577287b1edc2cb388007ffed,-1
524,worker_6,577287b1edc2cb388007ffed,-2
525,worker_44,577287b1edc2cb388007ffed,-1
526,worker_8,577287b1edc2cb388007ffed,1
527,worker_15,577287b1edc2cb388007ffed,0
528,worker_143,577287b1edc2cb388007ffed,1
529,worker_26,577287b1edc2cb388007ffed,1
530,worker_33,577287b1edc2cb388007ffed,1
531,worker_79,577287b1edc2cb388007ffed,0
532,worker_46,577287b1edc2cb388007ffed,0
533,worker_99,577287b1edc2cb388007ffed,2
534,worker_3,577287b1edc2cb388007ffed,0
535,worker_260,577287b1edc2cb388007ffed,3
536,worker_101,577287b1edc2cb388007ffed,3
537,worker_155,577287b1edc2cb388007ffed,1
538,worker_27,577287b1edc2cb388007ffed,0
539,worker_19,577287b1edc2cb388007ffed,-3
540,worker_254,577287b1edc2cb388007ffed,-1
541,worker_7,577287b1edc2cb388007ffed,2
542,worker_24,577287b1edc2cb388007ffed,0
543,worker_89,577287b1edc2cb388007ffed,-2
544,worker_107,577287b1edc2cb388007ffed,-1
545,worker_38,577287b1edc2cb388007ffed,0
546,worker_148,577287b1edc2cb388007ffed,2
547,worker_103,577287b1edc2cb388007ffed,2
548,worker_104,577287b1edc2cb388007ffed,-3
549,worker_149,577287b1edc2cb388007ffed,-2
550,worker_56,577287b1edc2cb388007ffed,0
551,worker_62,577287b1edc2cb388007ffed,-2
552,worker_120,577287b1edc2cb388007ffed,-1
553,worker_64,57727ab7edc2cb3880df987a,3
554,worker_65,57727ab7edc2cb3880df987a,0
